step	file	score	n_paths	top_weight	monodromy_phase	wall_crossing	H1_11
275	ainf_export_1778230756.63.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
276	ainf_export_1778230765.05.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
277	ainf_export_1778231712.22.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
278	ainf_export_1778231720.71.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
279	ainf_export_1778231729.16.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
280	ainf_export_1778231737.63.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
281	ainf_export_1778231746.09.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
282	ainf_export_1778231754.55.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
283	ainf_export_1778231762.89.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
284	ainf_export_1778231771.20.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
285	ainf_export_1778231779.64.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
286	ainf_export_1778231788.10.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
287	ainf_export_1778231796.39.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
288	ainf_export_1778231804.87.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
289	ainf_export_1778231813.21.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
290	ainf_export_1778231821.56.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
291	ainf_export_1778231829.92.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
292	ainf_export_1778231838.28.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
293	ainf_export_1778231846.80.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
294	ainf_export_1778231855.17.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
295	ainf_export_1778231863.71.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
296	ainf_export_1778231872.08.json	0.000000	100	6.000000e+00	1.602212	false	1.00000000
