step	file	score	n_paths	top_weight	monodromy_phase	wall_crossing	H1_11
200	ainf_export_1779176076.38.json	0.000000	100	4.000404e+00	0.103400	true	1.57310000
201	ainf_export_1779176088.77.json	0.000000	100	4.000737e+00	0.742500	true	1.57310000
202	ainf_export_1779176100.66.json	0.000000	100	4.000660e+00	0.012300	true	0.63568750
203	ainf_export_1779176111.49.json	0.000000	100	4.001222e+00	0.004700	false	1.00000000
204	ainf_export_1779176122.18.json	0.000000	100	4.000432e+00	0.997600	true	1.57310000
205	ainf_export_1779176132.82.json	0.000000	100	4.000174e+00	0.995100	false	1.00000000
206	ainf_export_1779176143.36.json	0.000000	100	4.000077e+00	0.004000	true	0.63568750
207	ainf_export_1779176154.26.json	0.000000	100	4.000065e+00	0.000100	false	1.00000000
208	ainf_export_1779176164.89.json	0.000000	100	4.000057e+00	0.998800	true	1.57310000
209	ainf_export_1779176175.64.json	0.000000	100	4.000102e+00	0.997500	false	1.00000000
210	ainf_export_1779176186.20.json	0.000000	100	4.000197e+00	0.998100	false	1.00000000
211	ainf_export_1779176196.71.json	0.000000	100	4.000176e+00	0.000700	true	0.63568750
212	ainf_export_1779176207.25.json	0.000000	100	4.000154e+00	0.003900	false	1.00000000
213	ainf_export_1779176217.84.json	0.000000	100	4.000136e+00	0.995500	true	1.57310000
214	ainf_export_1779176228.61.json	0.000000	100	4.000263e+00	0.996100	false	1.00000000
215	ainf_export_1779176239.35.json	0.000000	100	4.000227e+00	0.996400	false	1.00000000
216	ainf_export_1779176250.05.json	0.000000	100	4.000419e+00	0.995800	false	1.00000000
217	ainf_export_1779176260.64.json	0.000000	100	4.000771e+00	0.995300	false	1.00000000
218	ainf_export_1779176271.23.json	0.000000	100	4.000676e+00	0.000800	true	0.63568750
219	ainf_export_1779176282.03.json	0.000000	100	4.001252e+00	0.001300	false	1.00000000
220	ainf_export_1779176292.80.json	0.000000	100	4.001076e+00	0.995400	true	1.57310000
221	ainf_export_1779176303.56.json	0.000000	100	4.000931e+00	0.136500	true	0.63568750
222	ainf_export_1779176314.20.json	0.000000	100	4.000799e+00	0.008400	true	0.63568750
