time	file	region	chart	severity	ml_ok	monodromy_phase	pole_distance	gen_entropy	g1_m6	g2_hh2	g3_ger	g4_cup	g5_deriv	g6_ihara
393	ainf_export_1779053543.85.json	sAMY	m6	1382.3375	true	-0.0705	0.0000	-0.0000	1382.3375	0.0000	0.0000	0.0000	0.0000	0.0000
394	ainf_export_1779053554.56.json	sAMY	m6	1401.9785	true	-0.0705	0.0000	-0.0000	1401.9785	0.0000	0.0000	0.0000	0.0000	0.0000
395	ainf_export_1779053565.28.json	sAMY	m6	1404.0365	true	-0.0705	0.0000	0.0000	1404.0365	0.0000	0.0000	0.0000	0.0000	0.0000
396	ainf_export_1779053576.13.json	sAMY	m6	1412.0353	true	-0.0705	0.0000	-0.0000	1412.0353	0.0000	0.0000	0.0000	0.0000	0.0000
397	ainf_export_1779053586.52.json	sAMY	m6	1408.5970	true	-0.0705	0.0000	0.0000	1408.5970	0.0000	0.0000	0.0000	0.0000	0.0000
398	ainf_export_1779053597.23.json	sAMY	m6	1402.2321	true	-0.0705	0.0000	-0.0000	1402.2321	0.0000	0.0000	0.0000	0.0000	0.0000
399	ainf_export_1779053608.00.json	sAMY	m6	1404.7243	true	-0.0705	0.0000	-0.0000	1404.7243	0.0000	0.0000	0.0000	0.0000	0.0000
400	ainf_export_1779053618.71.json	sAMY	m6	1406.7694	true	-0.0705	0.0000	0.0000	1406.7694	0.0000	0.0000	0.0000	0.0000	0.0000
401	ainf_export_1779053629.42.json	sAMY	m6	1398.2579	true	-0.0705	0.0000	0.0000	1398.2579	0.0000	0.0000	0.0000	0.0000	0.0000
402	ainf_export_1779053640.25.json	sAMY	m6	1400.7262	true	-0.0705	0.0000	0.0000	1400.7262	0.0000	0.0000	0.0000	0.0000	0.0000
403	ainf_export_1779053651.20.json	sAMY	m6	1403.0707	true	-0.0705	0.0000	0.0000	1403.0707	0.0000	0.0000	0.0000	0.0000	0.0000
404	ainf_export_1779053661.97.json	sAMY	m6	1411.6802	true	-0.0705	0.0000	-0.0000	1411.6802	0.0000	0.0000	0.0000	0.0000	0.0000
405	ainf_export_1779053672.75.json	sAMY	m6	1414.2603	true	-0.0705	0.0000	-0.0000	1414.2603	0.0000	0.0000	0.0000	0.0000	0.0000
406	ainf_export_1779053683.60.json	sAMY	m6	1412.6652	true	-0.0705	0.0000	0.0000	1412.6652	0.0000	0.0000	0.0000	0.0000	0.0000
407	ainf_export_1779053694.35.json	sAMY	m6	1409.8292	true	-0.0705	0.0000	-0.0000	1409.8292	0.0000	0.0000	0.0000	0.0000	0.0000
408	ainf_export_1779053705.19.json	sAMY	m6	1404.5849	true	-0.0705	0.0000	-0.0000	1404.5849	0.0000	0.0000	0.0000	0.0000	0.0000
409	ainf_export_1779053716.06.json	sAMY	m6	1394.2992	true	-0.0705	0.0000	-0.0000	1394.2992	0.0000	0.0000	0.0000	0.0000	0.0000
410	ainf_export_1779053726.87.json	sAMY	m6	1407.4924	true	-0.0705	0.0000	-0.0000	1407.4924	0.0000	0.0000	0.0000	0.0000	0.0000
411	ainf_export_1779053737.66.json	sAMY	m6	1412.5121	true	-0.0705	0.0000	0.0000	1412.5121	0.0000	0.0000	0.0000	0.0000	0.0000
412	ainf_export_1779053748.39.json	sAMY	m6	1414.8088	true	-0.0705	0.0000	0.0000	1414.8088	0.0000	0.0000	0.0000	0.0000	0.0000
413	ainf_export_1779053759.13.json	sAMY	m6	1415.5582	true	-0.0705	0.0000	0.0000	1415.5582	0.0000	0.0000	0.0000	0.0000	0.0000
414	ainf_export_1779053769.91.json	sAMY	m6	1415.6193	true	-0.0705	0.0000	0.0000	1415.6193	0.0000	0.0000	0.0000	0.0000	0.0000
415	ainf_export_1779053780.75.json	sAMY	m6	1415.2663	true	-0.0705	0.0000	-0.0000	1415.2663	0.0000	0.0000	0.0000	0.0000	0.0000
416	ainf_export_1779053791.96.json	sAMY	m6	1414.6473	true	-0.0705	0.0000	0.0000	1414.6473	0.0000	0.0000	0.0000	0.0000	0.0000
417	ainf_export_1779053802.69.json	sAMY	m6	1413.5125	true	-0.0705	0.0000	0.0000	1413.5125	0.0000	0.0000	0.0000	0.0000	0.0000
418	ainf_export_1779053813.45.json	sAMY	m6	1411.2084	true	-0.0705	0.0000	-0.0000	1411.2084	0.0000	0.0000	0.0000	0.0000	0.0000
419	ainf_export_1779053824.27.json	sAMY	m6	1406.6933	true	-0.0705	0.0000	0.0000	1406.6933	0.0000	0.0000	0.0000	0.0000	0.0000
420	ainf_export_1779053835.22.json	sAMY	m6	1407.7833	true	-0.0705	0.0000	-0.0000	1407.7833	0.0000	0.0000	0.0000	0.0000	0.0000
421	ainf_export_1779053846.07.json	sAMY	m6	1412.6752	true	-0.0705	0.0000	0.0000	1412.6752	0.0000	0.0000	0.0000	0.0000	0.0000
422	ainf_export_1779053856.86.json	sAMY	m6	1413.2597	true	-0.0705	0.0000	0.0000	1413.2597	0.0000	0.0000	0.0000	0.0000	0.0000
423	ainf_export_1779053867.52.json	sAMY	m6	1413.7367	true	-0.0705	0.0000	-0.0000	1413.7367	0.0000	0.0000	0.0000	0.0000	0.0000
424	ainf_export_1779053878.29.json	sAMY	m6	1414.0769	true	-0.0705	0.0000	0.0000	1414.0769	0.0000	0.0000	0.0000	0.0000	0.0000
425	ainf_export_1779053889.16.json	sAMY	m6	1412.4570	true	-0.0705	0.0000	-0.0000	1412.4570	0.0000	0.0000	0.0000	0.0000	0.0000
426	ainf_export_1779053899.91.json	sAMY	m6	1409.2593	true	-0.0705	0.0000	-0.0000	1409.2593	0.0000	0.0000	0.0000	0.0000	0.0000
427	ainf_export_1779053910.64.json	sAMY	m6	1409.8632	true	-0.0746	0.0000	-0.0000	1409.8632	0.0000	0.0000	0.0000	0.0000	0.0000
428	ainf_export_1779053921.37.json	sAMY	m6	1413.5996	true	-0.0746	0.0000	-0.0000	1413.5996	0.0000	0.0000	0.0000	0.0000	0.0000
429	ainf_export_1779053932.08.json	sAMY	m6	1411.3746	true	-0.0746	0.0000	0.0000	1411.3746	0.0000	0.0000	0.0000	0.0000	0.0000
430	ainf_export_1779053942.88.json	sAMY	m6	1412.1599	true	-0.0746	0.0000	0.0000	1412.1599	0.0000	0.0000	0.0000	0.0000	0.0000
431	ainf_export_1779053953.70.json	sAMY	m6	1408.4261	true	-0.0746	0.0000	-0.0000	1408.4261	0.0000	0.0000	0.0000	0.0000	0.0000
432	ainf_export_1779053964.45.json	sAMY	m6	1409.0015	true	-0.0746	0.0000	0.0000	1409.0015	0.0000	0.0000	0.0000	0.0000	0.0000
433	ainf_export_1779053975.19.json	sAMY	m6	1409.8105	true	-0.0746	0.0000	-0.0000	1409.8105	0.0000	0.0000	0.0000	0.0000	0.0000
434	ainf_export_1779053985.93.json	sAMY	m6	1403.7039	true	-0.0746	0.0000	-0.0000	1403.7039	0.0000	0.0000	0.0000	0.0000	0.0000
435	ainf_export_1779053996.72.json	sAMY	m6	1392.6340	true	-0.0746	0.0000	0.0000	1392.6340	0.0000	0.0000	0.0000	0.0000	0.0000
436	ainf_export_1779054007.49.json	sAMY	m6	1397.1655	true	-0.0746	0.0000	-0.0000	1397.1655	0.0000	0.0000	0.0000	0.0000	0.0000
437	ainf_export_1779054018.24.json	sAMY	m6	1376.2671	true	-0.0746	0.0000	-0.0000	1376.2671	0.0000	0.0000	0.0000	0.0000	0.0000
438	ainf_export_1779054028.99.json	sAMY	m6	1331.9592	true	-0.0746	0.0000	-0.0000	1331.9592	0.0000	0.0000	0.0000	0.0000	0.0000
439	ainf_export_1779054039.78.json	sAMY	m6	1383.6584	true	-0.0746	0.0000	0.0000	1383.6584	0.0000	0.0000	0.0000	0.0000	0.0000
440	ainf_export_1779054050.64.json	sAMY	m6	1400.4942	true	-0.0746	0.0000	0.0000	1400.4942	0.0000	0.0000	0.0000	0.0000	0.0000
441	ainf_export_1779054061.41.json	sAMY	m6	1380.0602	true	-0.0746	0.0000	0.0000	1380.0602	0.0000	0.0000	0.0000	0.0000	0.0000
442	ainf_export_1779054072.17.json	sAMY	m6	1339.3103	true	-0.0746	0.0000	-0.0000	1339.3103	0.0000	0.0000	0.0000	0.0000	0.0000
443	ainf_export_1779054083.14.json	sAMY	m6	1350.6214	true	-0.0746	0.0000	0.0000	1350.6214	0.0000	0.0000	0.0000	0.0000	0.0000
444	ainf_export_1779054093.90.json	sAMY	m6	1358.9373	true	-0.0746	0.0000	0.0000	1358.9373	0.0000	0.0000	0.0000	0.0000	0.0000
445	ainf_export_1779054104.61.json	sAMY	m6	1305.6535	true	-0.0746	0.0000	-0.0000	1305.6535	0.0000	0.0000	0.0000	0.0000	0.0000
446	ainf_export_1779054115.39.json	sAMY	m6	1206.0593	true	-0.0746	0.0000	-0.0000	1206.0593	0.0000	0.0000	0.0000	0.0000	0.0000
447	ainf_export_1779054126.00.json	sAMY	m6	1228.3587	true	-0.0746	0.0000	0.0000	1228.3587	0.0000	0.0000	0.0000	0.0000	0.0000
448	ainf_export_1779054136.71.json	sAMY	m6	1343.2218	true	-0.0746	0.0000	-0.0000	1343.2218	0.0000	0.0000	0.0000	0.0000	0.0000
449	ainf_export_1779054147.42.json	sAMY	m6	1388.5161	true	-0.0746	0.0000	-0.0000	1388.5161	0.0000	0.0000	0.0000	0.0000	0.0000
450	ainf_export_1779054158.10.json	sAMY	m6	1404.0799	true	-0.0746	0.0000	0.0000	1404.0799	0.0000	0.0000	0.0000	0.0000	0.0000
451	ainf_export_1779054168.81.json	sAMY	m6	1411.1371	true	-0.0746	0.0000	-0.0000	1411.1371	0.0000	0.0000	0.0000	0.0000	0.0000
452	ainf_export_1779054179.51.json	sAMY	m6	1406.9433	true	-0.0746	0.0000	0.0000	1406.9433	0.0000	0.0000	0.0000	0.0000	0.0000
453	ainf_export_1779054190.23.json	sAMY	m6	1398.9701	true	-0.0746	0.0000	-0.0000	1398.9701	0.0000	0.0000	0.0000	0.0000	0.0000
454	ainf_export_1779054201.02.json	sAMY	m6	1382.3075	true	-0.0746	0.0000	0.0000	1382.3075	0.0000	0.0000	0.0000	0.0000	0.0000
455	ainf_export_1779054211.79.json	sAMY	m6	1349.6147	true	-0.0746	0.0000	0.0000	1349.6147	0.0000	0.0000	0.0000	0.0000	0.0000
456	ainf_export_1779054222.56.json	sAMY	m6	1286.9912	true	-0.0746	0.0000	-0.0000	1286.9912	0.0000	0.0000	0.0000	0.0000	0.0000
457	ainf_export_1779054233.25.json	sAMY	m6	1302.0701	true	-0.0746	0.0000	-0.0000	1302.0701	0.0000	0.0000	0.0000	0.0000	0.0000
458	ainf_export_1779054244.09.json	sAMY	m6	1318.3427	true	-0.0746	0.0000	0.0000	1318.3427	0.0000	0.0000	0.0000	0.0000	0.0000
459	ainf_export_1779054254.92.json	sAMY	m6	1214.3820	true	-0.0746	0.0000	0.0000	1214.3820	0.0000	0.0000	0.0000	0.0000	0.0000
460	ainf_export_1779054265.67.json	sAMY	m6	1231.8594	true	-0.0746	0.0000	0.0000	1231.8594	0.0000	0.0000	0.0000	0.0000	0.0000
461	ainf_export_1779054276.52.json	sAMY	m6	1333.1396	true	-0.0746	0.0000	-0.0000	1333.1396	0.0000	0.0000	0.0000	0.0000	0.0000
462	ainf_export_1779054287.29.json	sAMY	m6	1386.7115	true	-0.0746	0.0000	-0.0000	1386.7115	0.0000	0.0000	0.0000	0.0000	0.0000
463	ainf_export_1779054298.11.json	sAMY	m6	1405.6147	true	-0.0746	0.0000	0.0000	1405.6147	0.0000	0.0000	0.0000	0.0000	0.0000
464	ainf_export_1779054309.01.json	sAMY	m6	1407.4631	true	-0.0746	0.0000	0.0000	1407.4631	0.0000	0.0000	0.0000	0.0000	0.0000
465	ainf_export_1779054319.81.json	sAMY	m6	1399.4169	true	-0.0746	0.0000	0.0000	1399.4169	0.0000	0.0000	0.0000	0.0000	0.0000
466	ainf_export_1779054330.66.json	sAMY	m6	1410.0460	true	-0.0746	0.0000	0.0000	1410.0460	0.0000	0.0000	0.0000	0.0000	0.0000
467	ainf_export_1779054341.44.json	sAMY	m6	1404.7136	true	-0.0746	0.0000	-0.0000	1404.7136	0.0000	0.0000	0.0000	0.0000	0.0000
468	ainf_export_1779054352.17.json	sAMY	m6	1394.4117	true	-0.0746	0.0000	0.0000	1394.4117	0.0000	0.0000	0.0000	0.0000	0.0000
469	ainf_export_1779054363.01.json	sAMY	m6	1375.0150	true	-0.0746	0.0000	-0.0000	1375.0150	0.0000	0.0000	0.0000	0.0000	0.0000
470	ainf_export_1779054373.78.json	sAMY	m6	1336.8167	true	-0.0746	0.0000	-0.0000	1336.8167	0.0000	0.0000	0.0000	0.0000	0.0000
471	ainf_export_1779054384.65.json	sAMY	m6	1267.0331	true	-0.0746	0.0000	-0.0000	1267.0331	0.0000	0.0000	0.0000	0.0000	0.0000
472	ainf_export_1779054395.38.json	sAMY	m6	1130.2291	true	-0.0746	0.0000	0.0000	1130.2291	0.0000	0.0000	0.0000	0.0000	0.0000
473	ainf_export_1779054406.10.json	sAMY	m6	1328.4267	true	-0.0746	0.0000	-0.0000	1328.4267	0.0000	0.0000	0.0000	0.0000	0.0000
474	ainf_export_1779054416.85.json	sAMY	m6	1386.0516	true	-0.0746	0.0000	-0.0000	1386.0516	0.0000	0.0000	0.0000	0.0000	0.0000
475	ainf_export_1779054427.68.json	sAMY	m6	1405.5679	true	-0.0746	0.0000	-0.0000	1405.5679	0.0000	0.0000	0.0000	0.0000	0.0000
476	ainf_export_1779054438.42.json	sAMY	m6	1407.7752	true	-0.0746	0.0000	-0.0000	1407.7752	0.0000	0.0000	0.0000	0.0000	0.0000
477	ainf_export_1779054449.19.json	sAMY	m6	1400.0205	true	-0.0693	0.0000	-0.0000	1400.0205	0.0000	0.0000	0.0000	0.0000	0.0000
478	ainf_export_1779054459.96.json	sAMY	m6	1385.4265	true	-0.0693	0.0000	-0.0000	1385.4265	0.0000	0.0000	0.0000	0.0000	0.0000
479	ainf_export_1779054470.72.json	sAMY	m6	1358.3406	true	-0.0693	0.0000	0.0000	1358.3406	0.0000	0.0000	0.0000	0.0000	0.0000
480	ainf_export_1779054481.52.json	sAMY	m6	1364.0573	true	-0.0693	0.0000	-0.0000	1364.0573	0.0000	0.0000	0.0000	0.0000	0.0000
481	ainf_export_1779054492.40.json	sAMY	m6	1393.9842	true	-0.0693	0.0000	-0.0000	1393.9842	0.0000	0.0000	0.0000	0.0000	0.0000
482	ainf_export_1779054503.12.json	sAMY	m6	1398.4339	true	-0.0693	0.0000	-0.0000	1398.4339	0.0000	0.0000	0.0000	0.0000	0.0000
483	ainf_export_1779054513.92.json	sAMY	m6	1409.3232	true	-0.0693	0.0000	-0.0000	1409.3232	0.0000	0.0000	0.0000	0.0000	0.0000
484	ainf_export_1779054524.66.json	sAMY	m6	1410.4903	true	-0.0693	0.0000	-0.0000	1410.4903	0.0000	0.0000	0.0000	0.0000	0.0000
485	ainf_export_1779054535.42.json	sAMY	m6	1411.4557	true	-0.0693	0.0000	0.0000	1411.4557	0.0000	0.0000	0.0000	0.0000	0.0000
486	ainf_export_1779054546.22.json	sAMY	m6	1407.6222	true	-0.0693	0.0000	0.0000	1407.6222	0.0000	0.0000	0.0000	0.0000	0.0000
487	ainf_export_1779054557.04.json	sAMY	m6	1400.4040	true	-0.0693	0.0000	0.0000	1400.4040	0.0000	0.0000	0.0000	0.0000	0.0000
488	ainf_export_1779054567.78.json	sAMY	m6	1384.3798	true	-0.0693	0.0000	0.0000	1384.3798	0.0000	0.0000	0.0000	0.0000	0.0000
489	ainf_export_1779054578.51.json	sAMY	m6	1352.9430	true	-0.0693	0.0000	-0.0000	1352.9430	0.0000	0.0000	0.0000	0.0000	0.0000
490	ainf_export_1779054589.23.json	sAMY	m6	1292.5480	true	-0.0693	0.0000	0.0000	1292.5480	0.0000	0.0000	0.0000	0.0000	0.0000
491	ainf_export_1779054600.05.json	sAMY	m6	1369.4953	true	-0.0693	0.0000	-0.0000	1369.4953	0.0000	0.0000	0.0000	0.0000	0.0000
492	ainf_export_1779054610.94.json	sAMY	m6	1397.0819	true	-0.0693	0.0000	0.0000	1397.0819	0.0000	0.0000	0.0000	0.0000	0.0000
493	ainf_export_1779054621.74.json	sAMY	m6	1407.1756	true	-0.0693	0.0000	-0.0000	1407.1756	0.0000	0.0000	0.0000	0.0000	0.0000
494	ainf_export_1779054632.50.json	sAMY	m6	1412.7279	true	-0.0693	0.0000	-0.0000	1412.7279	0.0000	0.0000	0.0000	0.0000	0.0000
495	ainf_export_1779054643.28.json	sAMY	m6	1413.1458	true	-0.0693	0.0000	-0.0000	1413.1458	0.0000	0.0000	0.0000	0.0000	0.0000
496	ainf_export_1779054654.02.json	sAMY	m6	1410.7228	true	-0.0693	0.0000	-0.0000	1410.7228	0.0000	0.0000	0.0000	0.0000	0.0000
497	ainf_export_1779054664.84.json	sAMY	m6	1406.2627	true	-0.0693	0.0000	0.0000	1406.2627	0.0000	0.0000	0.0000	0.0000	0.0000
498	ainf_export_1779054675.65.json	sAMY	m6	1407.5449	true	-0.0693	0.0000	-0.0000	1407.5449	0.0000	0.0000	0.0000	0.0000	0.0000
499	ainf_export_1779054686.41.json	sAMY	m6	1400.5159	true	-0.0693	0.0000	0.0000	1400.5159	0.0000	0.0000	0.0000	0.0000	0.0000
500	ainf_export_1779054697.18.json	sAMY	m6	1402.4499	true	-0.0693	0.0000	0.0000	1402.4499	0.0000	0.0000	0.0000	0.0000	0.0000
501	ainf_export_1779054707.90.json	sAMY	m6	1403.9893	true	-0.0693	0.0000	-0.0000	1403.9893	0.0000	0.0000	0.0000	0.0000	0.0000
502	ainf_export_1779054718.67.json	sAMY	m6	1393.3271	true	-0.0693	0.0000	-0.0000	1393.3271	0.0000	0.0000	0.0000	0.0000	0.0000
503	ainf_export_1779054729.39.json	sAMY	m6	1372.2727	true	-0.0693	0.0000	-0.0000	1372.2727	0.0000	0.0000	0.0000	0.0000	0.0000
504	ainf_export_1779054740.19.json	sAMY	m6	1380.2669	true	-0.0693	0.0000	0.0000	1380.2669	0.0000	0.0000	0.0000	0.0000	0.0000
505	ainf_export_1779054750.90.json	sAMY	m6	1403.8185	true	-0.0693	0.0000	-0.0000	1403.8185	0.0000	0.0000	0.0000	0.0000	0.0000
506	ainf_export_1779054761.63.json	sAMY	m6	1410.7600	true	-0.0693	0.0000	-0.0000	1410.7600	0.0000	0.0000	0.0000	0.0000	0.0000
507	ainf_export_1779054772.40.json	sAMY	m6	1414.1527	true	-0.0693	0.0000	0.0000	1414.1527	0.0000	0.0000	0.0000	0.0000	0.0000
508	ainf_export_1779054783.10.json	sAMY	m6	1415.3073	true	-0.0693	0.0000	-0.0000	1415.3073	0.0000	0.0000	0.0000	0.0000	0.0000
509	ainf_export_1779054794.10.json	sAMY	m6	1414.7055	true	-0.0693	0.0000	-0.0000	1414.7055	0.0000	0.0000	0.0000	0.0000	0.0000
510	ainf_export_1779054805.17.json	sAMY	m6	1413.6341	true	-0.0693	0.0000	0.0000	1413.6341	0.0000	0.0000	0.0000	0.0000	0.0000
511	ainf_export_1779054815.87.json	sAMY	m6	1411.4987	true	-0.0693	0.0000	0.0000	1411.4987	0.0000	0.0000	0.0000	0.0000	0.0000
512	ainf_export_1779054826.58.json	sAMY	m6	1412.2261	true	-0.0693	0.0000	-0.0000	1412.2261	0.0000	0.0000	0.0000	0.0000	0.0000
513	ainf_export_1779054837.25.json	sAMY	m6	1408.9579	true	-0.0693	0.0000	-0.0000	1408.9579	0.0000	0.0000	0.0000	0.0000	0.0000
514	ainf_export_1779054848.09.json	sAMY	m6	1402.2216	true	-0.0693	0.0000	0.0000	1402.2216	0.0000	0.0000	0.0000	0.0000	0.0000
515	ainf_export_1779054858.84.json	sAMY	m6	1403.4185	true	-0.0693	0.0000	-0.0000	1403.4185	0.0000	0.0000	0.0000	0.0000	0.0000
516	ainf_export_1779054869.62.json	sAMY	m6	1410.0367	true	-0.0693	0.0000	-0.0000	1410.0367	0.0000	0.0000	0.0000	0.0000	0.0000
517	ainf_export_1779054880.39.json	sAMY	m6	1404.6737	true	-0.0693	0.0000	0.0000	1404.6737	0.0000	0.0000	0.0000	0.0000	0.0000
518	ainf_export_1779054891.14.json	sAMY	m6	1394.8192	true	-0.0693	0.0000	0.0000	1394.8192	0.0000	0.0000	0.0000	0.0000	0.0000
519	ainf_export_1779054901.84.json	sAMY	m6	1397.7319	true	-0.0693	0.0000	-0.0000	1397.7319	0.0000	0.0000	0.0000	0.0000	0.0000
520	ainf_export_1779054912.58.json	sAMY	m6	1380.6387	true	-0.0693	0.0000	0.0000	1380.6387	0.0000	0.0000	0.0000	0.0000	0.0000
521	ainf_export_1779054923.34.json	sAMY	m6	1386.9265	true	-0.0693	0.0000	0.0000	1386.9265	0.0000	0.0000	0.0000	0.0000	0.0000
522	ainf_export_1779054934.18.json	sAMY	m6	1405.6921	true	-0.0693	0.0000	0.0000	1405.6921	0.0000	0.0000	0.0000	0.0000	0.0000
523	ainf_export_1779054944.88.json	sAMY	m6	1407.5771	true	-0.0693	0.0000	0.0000	1407.5771	0.0000	0.0000	0.0000	0.0000	0.0000
524	ainf_export_1779054955.61.json	sAMY	m6	1409.2207	true	-0.0693	0.0000	0.0000	1409.2207	0.0000	0.0000	0.0000	0.0000	0.0000
525	ainf_export_1779054966.38.json	sAMY	m6	1402.1065	true	-0.0693	0.0000	0.0000	1402.1065	0.0000	0.0000	0.0000	0.0000	0.0000
526	ainf_export_1779054977.22.json	sAMY	m6	1388.7643	true	-0.0693	0.0000	0.0000	1388.7643	0.0000	0.0000	0.0000	0.0000	0.0000
527	ainf_export_1779054988.03.json	sAMY	m6	1390.7364	true	-0.0681	0.0000	-0.0000	1390.7364	0.0000	0.0000	0.0000	0.0000	0.0000
528	ainf_export_1779054998.86.json	sAMY	m6	1407.1823	true	-0.0681	0.0000	-0.0000	1407.1823	0.0000	0.0000	0.0000	0.0000	0.0000
529	ainf_export_1779055009.58.json	sAMY	m6	1412.5761	true	-0.0681	0.0000	0.0000	1412.5761	0.0000	0.0000	0.0000	0.0000	0.0000
530	ainf_export_1779055020.37.json	sAMY	m6	1414.5072	true	-0.0681	0.0000	0.0000	1414.5072	0.0000	0.0000	0.0000	0.0000	0.0000
531	ainf_export_1779055031.19.json	sAMY	m6	1414.7361	true	-0.0681	0.0000	-0.0000	1414.7361	0.0000	0.0000	0.0000	0.0000	0.0000
532	ainf_export_1779055041.96.json	sAMY	m6	1414.8662	true	-0.0681	0.0000	-0.0000	1414.8662	0.0000	0.0000	0.0000	0.0000	0.0000
533	ainf_export_1779055052.70.json	sAMY	m6	1413.9245	true	-0.0681	0.0000	-0.0000	1413.9245	0.0000	0.0000	0.0000	0.0000	0.0000
534	ainf_export_1779055063.44.json	sAMY	m6	1412.1709	true	-0.0681	0.0000	0.0000	1412.1709	0.0000	0.0000	0.0000	0.0000	0.0000
535	ainf_export_1779055074.22.json	sAMY	m6	1408.5951	true	-0.0681	0.0000	-0.0000	1408.5951	0.0000	0.0000	0.0000	0.0000	0.0000
536	ainf_export_1779055084.89.json	sAMY	m6	1401.5550	true	-0.0681	0.0000	0.0000	1401.5550	0.0000	0.0000	0.0000	0.0000	0.0000
537	ainf_export_1779055095.72.json	sAMY	m6	1403.4230	true	-0.0681	0.0000	-0.0000	1403.4230	0.0000	0.0000	0.0000	0.0000	0.0000
538	ainf_export_1779055106.45.json	sAMY	m6	1405.3667	true	-0.0681	0.0000	-0.0000	1405.3667	0.0000	0.0000	0.0000	0.0000	0.0000
539	ainf_export_1779055117.17.json	sAMY	m6	1395.4840	true	-0.0681	0.0000	-0.0000	1395.4840	0.0000	0.0000	0.0000	0.0000	0.0000
540	ainf_export_1779055127.94.json	sAMY	m6	1397.4640	true	-0.0681	0.0000	-0.0000	1397.4640	0.0000	0.0000	0.0000	0.0000	0.0000
541	ainf_export_1779055138.66.json	sAMY	m6	1398.9400	true	-0.0681	0.0000	-0.0000	1398.9400	0.0000	0.0000	0.0000	0.0000	0.0000
542	ainf_export_1779055149.43.json	sAMY	m6	1401.7958	true	-0.0681	0.0000	-0.0000	1401.7958	0.0000	0.0000	0.0000	0.0000	0.0000
543	ainf_export_1779055160.12.json	sAMY	m6	1388.5749	true	-0.0681	0.0000	-0.0000	1388.5749	0.0000	0.0000	0.0000	0.0000	0.0000
544	ainf_export_1779055170.77.json	sAMY	m6	1406.1554	true	-0.0681	0.0000	-0.0000	1406.1554	0.0000	0.0000	0.0000	0.0000	0.0000
545	ainf_export_1779055181.49.json	sAMY	m6	1412.6020	true	-0.0681	0.0000	-0.0000	1412.6020	0.0000	0.0000	0.0000	0.0000	0.0000
546	ainf_export_1779055192.23.json	sAMY	m6	1414.6800	true	-0.0681	0.0000	0.0000	1414.6800	0.0000	0.0000	0.0000	0.0000	0.0000
547	ainf_export_1779055202.96.json	sAMY	m6	1414.7724	true	-0.0681	0.0000	0.0000	1414.7724	0.0000	0.0000	0.0000	0.0000	0.0000
548	ainf_export_1779055213.78.json	sAMY	m6	1413.6156	true	-0.0681	0.0000	0.0000	1413.6156	0.0000	0.0000	0.0000	0.0000	0.0000
549	ainf_export_1779055224.50.json	sAMY	m6	1411.3495	true	-0.0681	0.0000	0.0000	1411.3495	0.0000	0.0000	0.0000	0.0000	0.0000
550	ainf_export_1779055235.32.json	sAMY	m6	1407.0172	true	-0.0681	0.0000	-0.0000	1407.0172	0.0000	0.0000	0.0000	0.0000	0.0000
551	ainf_export_1779055246.01.json	sAMY	m6	1408.1395	true	-0.0681	0.0000	0.0000	1408.1395	0.0000	0.0000	0.0000	0.0000	0.0000
552	ainf_export_1779055256.70.json	sAMY	m6	1401.0423	true	-0.0681	0.0000	-0.0000	1401.0423	0.0000	0.0000	0.0000	0.0000	0.0000
553	ainf_export_1779055267.45.json	sAMY	m6	1386.9707	true	-0.0681	0.0000	-0.0000	1386.9707	0.0000	0.0000	0.0000	0.0000	0.0000
554	ainf_export_1779055278.22.json	sAMY	m6	1390.1597	true	-0.0681	0.0000	-0.0000	1390.1597	0.0000	0.0000	0.0000	0.0000	0.0000
555	ainf_export_1779055288.89.json	sAMY	m6	1365.2072	true	-0.0681	0.0000	-0.0000	1365.2072	0.0000	0.0000	0.0000	0.0000	0.0000
556	ainf_export_1779055299.60.json	sAMY	m6	1375.0877	true	-0.0681	0.0000	0.0000	1375.0877	0.0000	0.0000	0.0000	0.0000	0.0000
557	ainf_export_1779055310.31.json	sAMY	m6	1401.5011	true	-0.0681	0.0000	0.0000	1401.5011	0.0000	0.0000	0.0000	0.0000	0.0000
558	ainf_export_1779055321.07.json	sAMY	m6	1410.5556	true	-0.0681	0.0000	-0.0000	1410.5556	0.0000	0.0000	0.0000	0.0000	0.0000
559	ainf_export_1779055331.77.json	sAMY	m6	1414.0784	true	-0.0681	0.0000	-0.0000	1414.0784	0.0000	0.0000	0.0000	0.0000	0.0000
560	ainf_export_1779055342.53.json	sAMY	m6	1415.3033	true	-0.0681	0.0000	-0.0000	1415.3033	0.0000	0.0000	0.0000	0.0000	0.0000
561	ainf_export_1779055353.46.json	sAMY	m6	1414.7359	true	-0.0681	0.0000	0.0000	1414.7359	0.0000	0.0000	0.0000	0.0000	0.0000
562	ainf_export_1779055364.19.json	sAMY	m6	1414.8850	true	-0.0681	0.0000	0.0000	1414.8850	0.0000	0.0000	0.0000	0.0000	0.0000
563	ainf_export_1779055374.96.json	sAMY	m6	1413.9763	true	-0.0681	0.0000	-0.0000	1413.9763	0.0000	0.0000	0.0000	0.0000	0.0000
564	ainf_export_1779055385.85.json	sAMY	m6	1412.2198	true	-0.0681	0.0000	-0.0000	1412.2198	0.0000	0.0000	0.0000	0.0000	0.0000
