time	file	region	chart	severity	ml_ok	monodromy_phase	pole_distance	gen_entropy	g1_m6	g2_hh2	g3_ger	g4_cup	g5_deriv	g6_ihara
220	ainf_export_1779051668.05.json	sAMY	m6	268521.2774	true	2.3079	0.0000	-0.0000	268521.2774	0.0000	0.0000	0.0000	0.0000	0.0000
221	ainf_export_1779051678.95.json	sAMY	m6	168090.4852	true	2.3079	0.0000	-0.0000	168090.4852	0.0000	0.0000	0.0000	0.0000	0.0000
222	ainf_export_1779051689.79.json	sAMY	m6	6020.1315	true	2.3079	0.0000	-0.0000	6020.1315	0.0000	0.0000	0.0000	0.0000	0.0000
223	ainf_export_1779051700.65.json	sAMY	m6	3858.3543	true	2.3079	0.0000	-0.0000	3858.3543	0.0000	0.0000	0.0000	0.0000	0.0000
224	ainf_export_1779051711.60.json	sAMY	m6	857.4902	true	2.3079	0.0000	-0.0000	857.4902	0.0000	0.0000	0.0000	0.0000	0.0000
225	ainf_export_1779051722.43.json	sAMY	m6	1610.9422	true	2.3079	0.0000	-0.0000	1610.9422	0.0000	0.0000	0.0000	0.0000	0.0000
226	ainf_export_1779051733.29.json	sAMY	m6	8877.5197	true	2.3079	0.0000	0.0000	8877.5197	0.0000	0.0000	0.0000	0.0000	0.0000
227	ainf_export_1779051744.17.json	sAMY	m6	80480.6809	true	2.6352	0.0000	0.0000	80480.6809	0.0000	0.0000	0.0000	0.0000	0.0000
228	ainf_export_1779051755.04.json	sAMY	m6	948809.0886	true	2.6352	0.0000	0.0000	948809.0886	0.0000	0.0000	0.0000	0.0000	0.0000
229	ainf_export_1779051765.83.json	sAMY	m6	32974.8072	true	2.6352	0.0000	-0.0000	32974.8072	0.0000	0.0000	0.0000	0.0000	0.0000
230	ainf_export_1779051776.61.json	sAMY	m6	1738.7518	true	2.6352	0.0000	0.0000	1738.7518	0.0000	0.0000	0.0000	0.0000	0.0000
231	ainf_export_1779051787.50.json	sAMY	m6	943.8526	true	2.6352	0.0000	-0.0000	943.8526	0.0000	0.0000	0.0000	0.0000	0.0000
232	ainf_export_1779051798.34.json	sAMY	m6	1257.2752	true	2.6352	0.0000	0.0000	1257.2752	0.0000	0.0000	0.0000	0.0000	0.0000
233	ainf_export_1779051809.17.json	sAMY	m6	1282.8581	true	2.6352	0.0000	0.0000	1282.8581	0.0000	0.0000	0.0000	0.0000	0.0000
234	ainf_export_1779051820.02.json	sAMY	m6	1370.3903	true	2.6352	0.0000	0.0000	1370.3903	0.0000	0.0000	0.0000	0.0000	0.0000
235	ainf_export_1779051830.83.json	sAMY	m6	1377.5878	true	2.6352	0.0000	0.0000	1377.5878	0.0000	0.0000	0.0000	0.0000	0.0000
236	ainf_export_1779051841.60.json	sAMY	m6	1340.7573	true	2.6352	0.0000	-0.0000	1340.7573	0.0000	0.0000	0.0000	0.0000	0.0000
237	ainf_export_1779051852.50.json	sAMY	m6	1270.3352	true	2.6352	0.0000	0.0000	1270.3352	0.0000	0.0000	0.0000	0.0000	0.0000
238	ainf_export_1779051863.35.json	sAMY	m6	1139.9462	true	2.6352	0.0000	0.0000	1139.9462	0.0000	0.0000	0.0000	0.0000	0.0000
239	ainf_export_1779051874.19.json	sAMY	m6	862.1559	true	2.6352	0.0000	-0.0000	862.1559	0.0000	0.0000	0.0000	0.0000	0.0000
240	ainf_export_1779051884.99.json	sAMY	m6	1361.8354	true	2.6352	0.0000	-0.0000	1361.8354	0.0000	0.0000	0.0000	0.0000	0.0000
241	ainf_export_1779051895.77.json	sAMY	m6	1007.8392	true	2.6352	0.0000	-0.0000	1007.8392	0.0000	0.0000	0.0000	0.0000	0.0000
242	ainf_export_1779051906.61.json	sAMY	m6	901.0589	true	2.6352	0.0000	0.0000	901.0589	0.0000	0.0000	0.0000	0.0000	0.0000
243	ainf_export_1779051917.51.json	sAMY	m6	3012.9327	true	2.6352	0.0000	0.0000	3012.9327	0.0000	0.0000	0.0000	0.0000	0.0000
244	ainf_export_1779051928.51.json	sAMY	m6	20911.8355	true	2.6352	0.0000	-0.0000	20911.8355	0.0000	0.0000	0.0000	0.0000	0.0000
245	ainf_export_1779051939.31.json	sAMY	m6	1384.8933	true	2.6352	0.0000	-0.0000	1384.8933	0.0000	0.0000	0.0000	0.0000	0.0000
246	ainf_export_1779051950.08.json	sAMY	m6	1057.2059	true	2.6352	0.0000	-0.0000	1057.2059	0.0000	0.0000	0.0000	0.0000	0.0000
247	ainf_export_1779051960.80.json	sAMY	m6	1305.9161	true	2.6352	0.0000	0.0000	1305.9161	0.0000	0.0000	0.0000	0.0000	0.0000
248	ainf_export_1779051971.73.json	sAMY	m6	1377.7712	true	2.6352	0.0000	-0.0000	1377.7712	0.0000	0.0000	0.0000	0.0000	0.0000
249	ainf_export_1779051982.69.json	sAMY	m6	1383.6299	true	2.6352	0.0000	0.0000	1383.6299	0.0000	0.0000	0.0000	0.0000	0.0000
250	ainf_export_1779051993.48.json	sAMY	m6	1355.3940	true	2.6352	0.0000	-0.0000	1355.3940	0.0000	0.0000	0.0000	0.0000	0.0000
251	ainf_export_1779052004.27.json	sAMY	m6	1294.4697	true	2.6352	0.0000	0.0000	1294.4697	0.0000	0.0000	0.0000	0.0000	0.0000
252	ainf_export_1779052015.12.json	sAMY	m6	1184.5725	true	2.6352	0.0000	-0.0000	1184.5725	0.0000	0.0000	0.0000	0.0000	0.0000
253	ainf_export_1779052026.00.json	sAMY	m6	977.5654	true	2.6352	0.0000	0.0000	977.5654	0.0000	0.0000	0.0000	0.0000	0.0000
254	ainf_export_1779052036.87.json	sAMY	m6	1048.3290	true	2.6352	0.0000	0.0000	1048.3290	0.0000	0.0000	0.0000	0.0000	0.0000
255	ainf_export_1779052047.66.json	sAMY	m6	1273.9450	true	2.6352	0.0000	-0.0000	1273.9450	0.0000	0.0000	0.0000	0.0000	0.0000
256	ainf_export_1779052058.91.json	sAMY	m6	1349.2750	true	2.6352	0.0000	0.0000	1349.2750	0.0000	0.0000	0.0000	0.0000	0.0000
257	ainf_export_1779052069.74.json	sAMY	m6	1391.0623	true	2.6352	0.0000	-0.0000	1391.0623	0.0000	0.0000	0.0000	0.0000	0.0000
258	ainf_export_1779052080.50.json	sAMY	m6	1406.2917	true	2.6352	0.0000	-0.0000	1406.2917	0.0000	0.0000	0.0000	0.0000	0.0000
259	ainf_export_1779052091.40.json	sAMY	m6	1397.5946	true	2.6352	0.0000	-0.0000	1397.5946	0.0000	0.0000	0.0000	0.0000	0.0000
260	ainf_export_1779052102.28.json	sAMY	m6	1382.3124	true	2.6352	0.0000	-0.0000	1382.3124	0.0000	0.0000	0.0000	0.0000	0.0000
261	ainf_export_1779052113.08.json	sAMY	m6	1352.7041	true	2.6352	0.0000	-0.0000	1352.7041	0.0000	0.0000	0.0000	0.0000	0.0000
262	ainf_export_1779052123.81.json	sAMY	m6	1288.9417	true	2.6352	0.0000	0.0000	1288.9417	0.0000	0.0000	0.0000	0.0000	0.0000
263	ainf_export_1779052134.65.json	sAMY	m6	1157.1508	true	2.6352	0.0000	0.0000	1157.1508	0.0000	0.0000	0.0000	0.0000	0.0000
264	ainf_export_1779052145.56.json	sAMY	m6	919.0001	true	2.6352	0.0000	0.0000	919.0001	0.0000	0.0000	0.0000	0.0000	0.0000
265	ainf_export_1779052156.41.json	sAMY	m6	996.7296	true	2.6352	0.0000	0.0000	996.7296	0.0000	0.0000	0.0000	0.0000	0.0000
266	ainf_export_1779052167.23.json	sAMY	m6	940.7718	true	2.6352	0.0000	0.0000	940.7718	0.0000	0.0000	0.0000	0.0000	0.0000
267	ainf_export_1779052178.09.json	sAMY	m6	1092.7056	true	2.6352	0.0000	-0.0000	1092.7056	0.0000	0.0000	0.0000	0.0000	0.0000
268	ainf_export_1779052188.85.json	sAMY	m6	1139.2977	true	2.6352	0.0000	0.0000	1139.2977	0.0000	0.0000	0.0000	0.0000	0.0000
269	ainf_export_1779052199.73.json	sAMY	m6	1183.7968	true	2.6352	0.0000	0.0000	1183.7968	0.0000	0.0000	0.0000	0.0000	0.0000
270	ainf_export_1779052210.67.json	sAMY	m6	954.5817	true	2.6352	0.0000	-0.0000	954.5817	0.0000	0.0000	0.0000	0.0000	0.0000
271	ainf_export_1779052221.62.json	sAMY	m6	1023.8028	true	2.6352	0.0000	-0.0000	1023.8028	0.0000	0.0000	0.0000	0.0000	0.0000
272	ainf_export_1779052232.43.json	sAMY	m6	897.9590	true	2.6352	0.0000	-0.0000	897.9590	0.0000	0.0000	0.0000	0.0000	0.0000
273	ainf_export_1779052243.19.json	sAMY	m6	1187.7559	true	2.6352	0.0000	-0.0000	1187.7559	0.0000	0.0000	0.0000	0.0000	0.0000
274	ainf_export_1779052253.93.json	sAMY	m6	1335.5242	true	2.6352	0.0000	0.0000	1335.5242	0.0000	0.0000	0.0000	0.0000	0.0000
275	ainf_export_1779052264.69.json	sAMY	m6	1384.6681	true	2.6352	0.0000	0.0000	1384.6681	0.0000	0.0000	0.0000	0.0000	0.0000
276	ainf_export_1779052275.56.json	sAMY	m6	1404.8561	true	2.6352	0.0000	-0.0000	1404.8561	0.0000	0.0000	0.0000	0.0000	0.0000
277	ainf_export_1779052286.36.json	sAMY	m6	1395.4366	true	-0.0742	0.0000	0.0000	1395.4366	0.0000	0.0000	0.0000	0.0000	0.0000
278	ainf_export_1779052296.84.json	sAMY	m6	1377.8812	true	-0.0742	0.0000	0.0000	1377.8812	0.0000	0.0000	0.0000	0.0000	0.0000
279	ainf_export_1779052307.59.json	sAMY	m6	1343.0035	true	-0.0742	0.0000	0.0000	1343.0035	0.0000	0.0000	0.0000	0.0000	0.0000
280	ainf_export_1779052318.36.json	sAMY	m6	1268.9650	true	-0.0742	0.0000	-0.0000	1268.9650	0.0000	0.0000	0.0000	0.0000	0.0000
281	ainf_export_1779052329.19.json	sAMY	m6	1113.3629	true	-0.0742	0.0000	-0.0000	1113.3629	0.0000	0.0000	0.0000	0.0000	0.0000
282	ainf_export_1779052340.06.json	sAMY	m6	851.0663	true	-0.0742	0.0000	0.0000	851.0663	0.0000	0.0000	0.0000	0.0000	0.0000
283	ainf_export_1779052350.91.json	sAMY	m6	917.2801	true	-0.0742	0.0000	0.0000	917.2801	0.0000	0.0000	0.0000	0.0000	0.0000
284	ainf_export_1779052361.70.json	sAMY	m6	1241.5279	true	-0.0742	0.0000	0.0000	1241.5279	0.0000	0.0000	0.0000	0.0000	0.0000
285	ainf_export_1779052372.16.json	sAMY	m6	1270.9030	true	-0.0742	0.0000	0.0000	1270.9030	0.0000	0.0000	0.0000	0.0000	0.0000
286	ainf_export_1779052383.03.json	sAMY	m6	1362.9769	true	-0.0742	0.0000	-0.0000	1362.9769	0.0000	0.0000	0.0000	0.0000	0.0000
287	ainf_export_1779052393.94.json	sAMY	m6	1314.8500	true	-0.0742	0.0000	-0.0000	1314.8500	0.0000	0.0000	0.0000	0.0000	0.0000
288	ainf_export_1779052404.77.json	sAMY	m6	1212.2770	true	-0.0742	0.0000	0.0000	1212.2770	0.0000	0.0000	0.0000	0.0000	0.0000
289	ainf_export_1779052415.60.json	sAMY	m6	1000.0367	true	-0.0742	0.0000	-0.0000	1000.0367	0.0000	0.0000	0.0000	0.0000	0.0000
290	ainf_export_1779052426.39.json	sAMY	m6	929.3836	true	-0.0742	0.0000	-0.0000	929.3836	0.0000	0.0000	0.0000	0.0000	0.0000
291	ainf_export_1779052436.78.json	sAMY	m6	1152.1204	true	-0.0742	0.0000	0.0000	1152.1204	0.0000	0.0000	0.0000	0.0000	0.0000
292	ainf_export_1779052447.64.json	sAMY	m6	1184.6053	true	-0.0742	0.0000	-0.0000	1184.6053	0.0000	0.0000	0.0000	0.0000	0.0000
293	ainf_export_1779052458.49.json	sAMY	m6	1221.1386	true	-0.0742	0.0000	-0.0000	1221.1386	0.0000	0.0000	0.0000	0.0000	0.0000
294	ainf_export_1779052469.29.json	sAMY	m6	1355.2891	true	-0.0742	0.0000	0.0000	1355.2891	0.0000	0.0000	0.0000	0.0000	0.0000
295	ainf_export_1779052480.13.json	sAMY	m6	1395.9270	true	-0.0742	0.0000	-0.0000	1395.9270	0.0000	0.0000	0.0000	0.0000	0.0000
296	ainf_export_1779052490.89.json	sAMY	m6	1399.5569	true	-0.0742	0.0000	-0.0000	1399.5569	0.0000	0.0000	0.0000	0.0000	0.0000
297	ainf_export_1779052501.71.json	sAMY	m6	1410.9338	true	-0.0742	0.0000	-0.0000	1410.9338	0.0000	0.0000	0.0000	0.0000	0.0000
298	ainf_export_1779052512.58.json	sAMY	m6	1411.8816	true	-0.0742	0.0000	0.0000	1411.8816	0.0000	0.0000	0.0000	0.0000	0.0000
299	ainf_export_1779052523.41.json	sAMY	m6	1408.2241	true	-0.0742	0.0000	0.0000	1408.2241	0.0000	0.0000	0.0000	0.0000	0.0000
300	ainf_export_1779052534.26.json	sAMY	m6	1401.4037	true	-0.0742	0.0000	-0.0000	1401.4037	0.0000	0.0000	0.0000	0.0000	0.0000
301	ainf_export_1779052545.06.json	sAMY	m6	1388.5880	true	-0.0742	0.0000	-0.0000	1388.5880	0.0000	0.0000	0.0000	0.0000	0.0000
302	ainf_export_1779052555.85.json	sAMY	m6	1404.2051	true	-0.0742	0.0000	-0.0000	1404.2051	0.0000	0.0000	0.0000	0.0000	0.0000
303	ainf_export_1779052566.74.json	sAMY	m6	1411.8640	true	-0.0742	0.0000	-0.0000	1411.8640	0.0000	0.0000	0.0000	0.0000	0.0000
304	ainf_export_1779052577.60.json	sAMY	m6	1414.6443	true	-0.0742	0.0000	0.0000	1414.6443	0.0000	0.0000	0.0000	0.0000	0.0000
305	ainf_export_1779052588.41.json	sAMY	m6	1415.5310	true	-0.0742	0.0000	-0.0000	1415.5310	0.0000	0.0000	0.0000	0.0000	0.0000
306	ainf_export_1779052599.29.json	sAMY	m6	1415.6068	true	-0.0742	0.0000	0.0000	1415.6068	0.0000	0.0000	0.0000	0.0000	0.0000
307	ainf_export_1779052610.11.json	sAMY	m6	1415.2436	true	-0.0742	0.0000	-0.0000	1415.2436	0.0000	0.0000	0.0000	0.0000	0.0000
308	ainf_export_1779052620.83.json	sAMY	m6	1414.5542	true	-0.0742	0.0000	-0.0000	1414.5542	0.0000	0.0000	0.0000	0.0000	0.0000
309	ainf_export_1779052631.75.json	sAMY	m6	1413.2638	true	-0.0742	0.0000	-0.0000	1413.2638	0.0000	0.0000	0.0000	0.0000	0.0000
310	ainf_export_1779052642.60.json	sAMY	m6	1410.6150	true	-0.0742	0.0000	-0.0000	1410.6150	0.0000	0.0000	0.0000	0.0000	0.0000
311	ainf_export_1779052653.40.json	sAMY	m6	1413.9252	true	-0.0742	0.0000	0.0000	1413.9252	0.0000	0.0000	0.0000	0.0000	0.0000
312	ainf_export_1779052664.17.json	sAMY	m6	1415.2074	true	-0.0742	0.0000	0.0000	1415.2074	0.0000	0.0000	0.0000	0.0000	0.0000
313	ainf_export_1779052674.91.json	sAMY	m6	1415.3311	true	-0.0742	0.0000	-0.0000	1415.3311	0.0000	0.0000	0.0000	0.0000	0.0000
314	ainf_export_1779052685.81.json	sAMY	m6	1415.7585	true	-0.0742	0.0000	-0.0000	1415.7585	0.0000	0.0000	0.0000	0.0000	0.0000
315	ainf_export_1779052696.70.json	sAMY	m6	1415.9129	true	-0.0742	0.0000	0.0000	1415.9129	0.0000	0.0000	0.0000	0.0000	0.0000
316	ainf_export_1779052707.52.json	sAMY	m6	1415.8295	true	-0.0742	0.0000	-0.0000	1415.8295	0.0000	0.0000	0.0000	0.0000	0.0000
317	ainf_export_1779052718.38.json	sAMY	m6	1415.6696	true	-0.0742	0.0000	0.0000	1415.6696	0.0000	0.0000	0.0000	0.0000	0.0000
318	ainf_export_1779052729.27.json	sAMY	m6	1415.3708	true	-0.0742	0.0000	0.0000	1415.3708	0.0000	0.0000	0.0000	0.0000	0.0000
319	ainf_export_1779052740.05.json	sAMY	m6	1414.8158	true	-0.0742	0.0000	0.0000	1414.8158	0.0000	0.0000	0.0000	0.0000	0.0000
320	ainf_export_1779052750.89.json	sAMY	m6	1414.9791	true	-0.0742	0.0000	-0.0000	1414.9791	0.0000	0.0000	0.0000	0.0000	0.0000
321	ainf_export_1779052761.71.json	sAMY	m6	1415.6165	true	-0.0742	0.0000	-0.0000	1415.6165	0.0000	0.0000	0.0000	0.0000	0.0000
322	ainf_export_1779052772.61.json	sAMY	m6	1415.6829	true	-0.0742	0.0000	0.0000	1415.6829	0.0000	0.0000	0.0000	0.0000	0.0000
323	ainf_export_1779052783.46.json	sAMY	m6	1415.8736	true	-0.0742	0.0000	-0.0000	1415.8736	0.0000	0.0000	0.0000	0.0000	0.0000
324	ainf_export_1779052794.31.json	sAMY	m6	1415.8900	true	-0.0742	0.0000	0.0000	1415.8900	0.0000	0.0000	0.0000	0.0000	0.0000
325	ainf_export_1779052805.42.json	sAMY	m6	1415.7939	true	-0.0742	0.0000	0.0000	1415.7939	0.0000	0.0000	0.0000	0.0000	0.0000
326	ainf_export_1779052816.28.json	sAMY	m6	1415.5926	true	-0.0742	0.0000	-0.0000	1415.5926	0.0000	0.0000	0.0000	0.0000	0.0000
327	ainf_export_1779052827.12.json	sAMY	m6	1415.2347	true	-0.0726	0.0000	0.0000	1415.2347	0.0000	0.0000	0.0000	0.0000	0.0000
328	ainf_export_1779052837.87.json	sAMY	m6	1414.5744	true	-0.0726	0.0000	-0.0000	1414.5744	0.0000	0.0000	0.0000	0.0000	0.0000
329	ainf_export_1779052848.63.json	sAMY	m6	1413.3840	true	-0.0726	0.0000	0.0000	1413.3840	0.0000	0.0000	0.0000	0.0000	0.0000
330	ainf_export_1779052859.35.json	sAMY	m6	1414.8563	true	-0.0726	0.0000	0.0000	1414.8563	0.0000	0.0000	0.0000	0.0000	0.0000
331	ainf_export_1779052870.11.json	sAMY	m6	1415.5853	true	-0.0726	0.0000	-0.0000	1415.5853	0.0000	0.0000	0.0000	0.0000	0.0000
332	ainf_export_1779052881.01.json	sAMY	m6	1415.8753	true	-0.0726	0.0000	-0.0000	1415.8753	0.0000	0.0000	0.0000	0.0000	0.0000
333	ainf_export_1779052891.92.json	sAMY	m6	1415.9573	true	-0.0726	0.0000	-0.0000	1415.9573	0.0000	0.0000	0.0000	0.0000	0.0000
334	ainf_export_1779052902.75.json	sAMY	m6	1415.9638	true	-0.0726	0.0000	0.0000	1415.9638	0.0000	0.0000	0.0000	0.0000	0.0000
335	ainf_export_1779052913.55.json	sAMY	m6	1415.9696	true	-0.0726	0.0000	-0.0000	1415.9696	0.0000	0.0000	0.0000	0.0000	0.0000
336	ainf_export_1779052924.39.json	sAMY	m6	1415.9411	true	-0.0726	0.0000	0.0000	1415.9411	0.0000	0.0000	0.0000	0.0000	0.0000
337	ainf_export_1779052935.38.json	sAMY	m6	1415.9485	true	-0.0726	0.0000	-0.0000	1415.9485	0.0000	0.0000	0.0000	0.0000	0.0000
338	ainf_export_1779052946.27.json	sAMY	m6	1415.9578	true	-0.0726	0.0000	-0.0000	1415.9578	0.0000	0.0000	0.0000	0.0000	0.0000
339	ainf_export_1779052957.11.json	sAMY	m6	1415.9174	true	-0.0726	0.0000	0.0000	1415.9174	0.0000	0.0000	0.0000	0.0000	0.0000
340	ainf_export_1779052968.01.json	sAMY	m6	1415.8425	true	-0.0726	0.0000	0.0000	1415.8425	0.0000	0.0000	0.0000	0.0000	0.0000
341	ainf_export_1779052978.79.json	sAMY	m6	1415.6992	true	-0.0726	0.0000	-0.0000	1415.6992	0.0000	0.0000	0.0000	0.0000	0.0000
342	ainf_export_1779052989.57.json	sAMY	m6	1415.4104	true	-0.0726	0.0000	-0.0000	1415.4104	0.0000	0.0000	0.0000	0.0000	0.0000
343	ainf_export_1779053000.24.json	sAMY	m6	1415.4921	true	-0.0726	0.0000	0.0000	1415.4921	0.0000	0.0000	0.0000	0.0000	0.0000
344	ainf_export_1779053011.04.json	sAMY	m6	1415.5608	true	-0.0726	0.0000	-0.0000	1415.5608	0.0000	0.0000	0.0000	0.0000	0.0000
345	ainf_export_1779053021.81.json	sAMY	m6	1415.6128	true	-0.0726	0.0000	0.0000	1415.6128	0.0000	0.0000	0.0000	0.0000	0.0000
346	ainf_export_1779053032.74.json	sAMY	m6	1415.2911	true	-0.0726	0.0000	-0.0000	1415.2911	0.0000	0.0000	0.0000	0.0000	0.0000
347	ainf_export_1779053043.60.json	sAMY	m6	1414.7228	true	-0.0726	0.0000	0.0000	1414.7228	0.0000	0.0000	0.0000	0.0000	0.0000
348	ainf_export_1779053054.49.json	sAMY	m6	1414.9397	true	-0.0726	0.0000	-0.0000	1414.9397	0.0000	0.0000	0.0000	0.0000	0.0000
349	ainf_export_1779053065.33.json	sAMY	m6	1415.1606	true	-0.0726	0.0000	0.0000	1415.1606	0.0000	0.0000	0.0000	0.0000	0.0000
350	ainf_export_1779053076.14.json	sAMY	m6	1414.2613	true	-0.0726	0.0000	0.0000	1414.2613	0.0000	0.0000	0.0000	0.0000	0.0000
351	ainf_export_1779053087.68.json	sAMY	m6	1414.5540	true	-0.0726	0.0000	-0.0000	1414.5540	0.0000	0.0000	0.0000	0.0000	0.0000
352	ainf_export_1779053100.19.json	sAMY	m6	1415.3357	true	-0.0726	0.0000	0.0000	1415.3357	0.0000	0.0000	0.0000	0.0000	0.0000
353	ainf_export_1779053111.32.json	sAMY	m6	1415.7219	true	-0.0726	0.0000	0.0000	1415.7219	0.0000	0.0000	0.0000	0.0000	0.0000
354	ainf_export_1779053122.18.json	sAMY	m6	1415.4123	true	-0.0726	0.0000	0.0000	1415.4123	0.0000	0.0000	0.0000	0.0000	0.0000
355	ainf_export_1779053133.00.json	sAMY	m6	1414.7781	true	-0.0726	0.0000	-0.0000	1414.7781	0.0000	0.0000	0.0000	0.0000	0.0000
356	ainf_export_1779053143.87.json	sAMY	m6	1414.9478	true	-0.0726	0.0000	-0.0000	1414.9478	0.0000	0.0000	0.0000	0.0000	0.0000
357	ainf_export_1779053154.73.json	sAMY	m6	1413.9756	true	-0.0726	0.0000	-0.0000	1413.9756	0.0000	0.0000	0.0000	0.0000	0.0000
358	ainf_export_1779053165.56.json	sAMY	m6	1414.2012	true	-0.0726	0.0000	-0.0000	1414.2012	0.0000	0.0000	0.0000	0.0000	0.0000
359	ainf_export_1779053176.43.json	sAMY	m6	1412.6818	true	-0.0726	0.0000	0.0000	1412.6818	0.0000	0.0000	0.0000	0.0000	0.0000
360	ainf_export_1779053187.27.json	sAMY	m6	1409.9205	true	-0.0726	0.0000	-0.0000	1409.9205	0.0000	0.0000	0.0000	0.0000	0.0000
361	ainf_export_1779053198.20.json	sAMY	m6	1411.0615	true	-0.0726	0.0000	0.0000	1411.0615	0.0000	0.0000	0.0000	0.0000	0.0000
362	ainf_export_1779053208.97.json	sAMY	m6	1406.1551	true	-0.0726	0.0000	-0.0000	1406.1551	0.0000	0.0000	0.0000	0.0000	0.0000
363	ainf_export_1779053219.76.json	sAMY	m6	1408.0763	true	-0.0726	0.0000	-0.0000	1408.0763	0.0000	0.0000	0.0000	0.0000	0.0000
364	ainf_export_1779053230.56.json	sAMY	m6	1409.6227	true	-0.0726	0.0000	0.0000	1409.6227	0.0000	0.0000	0.0000	0.0000	0.0000
365	ainf_export_1779053241.49.json	sAMY	m6	1413.1889	true	-0.0726	0.0000	-0.0000	1413.1889	0.0000	0.0000	0.0000	0.0000	0.0000
366	ainf_export_1779053252.26.json	sAMY	m6	1412.7186	true	-0.0726	0.0000	0.0000	1412.7186	0.0000	0.0000	0.0000	0.0000	0.0000
367	ainf_export_1779053263.09.json	sAMY	m6	1409.0494	true	-0.0726	0.0000	-0.0000	1409.0494	0.0000	0.0000	0.0000	0.0000	0.0000
368	ainf_export_1779053273.93.json	sAMY	m6	1401.4955	true	-0.0726	0.0000	-0.0000	1401.4955	0.0000	0.0000	0.0000	0.0000	0.0000
369	ainf_export_1779053285.07.json	sAMY	m6	1403.4585	true	-0.0726	0.0000	0.0000	1403.4585	0.0000	0.0000	0.0000	0.0000	0.0000
370	ainf_export_1779053295.98.json	sAMY	m6	1404.9863	true	-0.0726	0.0000	0.0000	1404.9863	0.0000	0.0000	0.0000	0.0000	0.0000
371	ainf_export_1779053306.82.json	sAMY	m6	1394.1822	true	-0.0726	0.0000	0.0000	1394.1822	0.0000	0.0000	0.0000	0.0000	0.0000
372	ainf_export_1779053317.64.json	sAMY	m6	1373.5418	true	-0.0726	0.0000	0.0000	1373.5418	0.0000	0.0000	0.0000	0.0000	0.0000
373	ainf_export_1779053328.44.json	sAMY	m6	1333.1966	true	-0.0726	0.0000	-0.0000	1333.1966	0.0000	0.0000	0.0000	0.0000	0.0000
374	ainf_export_1779053339.43.json	sAMY	m6	1382.4031	true	-0.0726	0.0000	0.0000	1382.4031	0.0000	0.0000	0.0000	0.0000	0.0000
375	ainf_export_1779053350.23.json	sAMY	m6	1403.9366	true	-0.0726	0.0000	0.0000	1403.9366	0.0000	0.0000	0.0000	0.0000	0.0000
376	ainf_export_1779053361.01.json	sAMY	m6	1411.7209	true	-0.0726	0.0000	-0.0000	1411.7209	0.0000	0.0000	0.0000	0.0000	0.0000
377	ainf_export_1779053371.82.json	sAMY	m6	1412.1759	true	-0.0705	0.0000	0.0000	1412.1759	0.0000	0.0000	0.0000	0.0000	0.0000
378	ainf_export_1779053382.59.json	sAMY	m6	1409.0085	true	-0.0705	0.0000	0.0000	1409.0085	0.0000	0.0000	0.0000	0.0000	0.0000
379	ainf_export_1779053393.27.json	sAMY	m6	1403.2820	true	-0.0705	0.0000	-0.0000	1403.2820	0.0000	0.0000	0.0000	0.0000	0.0000
380	ainf_export_1779053403.98.json	sAMY	m6	1392.1393	true	-0.0705	0.0000	0.0000	1392.1393	0.0000	0.0000	0.0000	0.0000	0.0000
381	ainf_export_1779053414.79.json	sAMY	m6	1368.0155	true	-0.0705	0.0000	-0.0000	1368.0155	0.0000	0.0000	0.0000	0.0000	0.0000
382	ainf_export_1779053425.54.json	sAMY	m6	1375.1990	true	-0.0705	0.0000	-0.0000	1375.1990	0.0000	0.0000	0.0000	0.0000	0.0000
383	ainf_export_1779053436.28.json	sAMY	m6	1403.6256	true	-0.0705	0.0000	0.0000	1403.6256	0.0000	0.0000	0.0000	0.0000	0.0000
384	ainf_export_1779053447.08.json	sAMY	m6	1411.0417	true	-0.0705	0.0000	-0.0000	1411.0417	0.0000	0.0000	0.0000	0.0000	0.0000
385	ainf_export_1779053457.83.json	sAMY	m6	1413.7751	true	-0.0705	0.0000	0.0000	1413.7751	0.0000	0.0000	0.0000	0.0000	0.0000
386	ainf_export_1779053468.52.json	sAMY	m6	1415.1567	true	-0.0705	0.0000	-0.0000	1415.1567	0.0000	0.0000	0.0000	0.0000	0.0000
387	ainf_export_1779053479.24.json	sAMY	m6	1415.2565	true	-0.0705	0.0000	-0.0000	1415.2565	0.0000	0.0000	0.0000	0.0000	0.0000
388	ainf_export_1779053490.00.json	sAMY	m6	1414.5562	true	-0.0705	0.0000	-0.0000	1414.5562	0.0000	0.0000	0.0000	0.0000	0.0000
389	ainf_export_1779053500.72.json	sAMY	m6	1413.2954	true	-0.0705	0.0000	0.0000	1413.2954	0.0000	0.0000	0.0000	0.0000	0.0000
390	ainf_export_1779053511.48.json	sAMY	m6	1410.9823	true	-0.0705	0.0000	-0.0000	1410.9823	0.0000	0.0000	0.0000	0.0000	0.0000
391	ainf_export_1779053522.23.json	sAMY	m6	1406.5111	true	-0.0705	0.0000	0.0000	1406.5111	0.0000	0.0000	0.0000	0.0000	0.0000
392	ainf_export_1779053533.10.json	sAMY	m6	1398.1137	true	-0.0705	0.0000	-0.0000	1398.1137	0.0000	0.0000	0.0000	0.0000	0.0000
