id	time	dominant	gap	obs	score	support_sum	perv_sum	bridgeland_phase	klein_constraint	lefschetz_proxy	gap_complex_re	gap_complex_im	plucker_phase
783	1779182358.090	BLA	22.7988	785.91	241.129	7.000	14	0.0009	0.000000	0.0000	27.9760	0.1607	0.0784
784	1779182368.910	BLA	22.8235	785.82	241.377	7.000	14	0.9948	0.000000	0.0000	24.1309	-0.7892	-0.6514
785	1779182379.570	BLA	22.8235	785.66	241.378	7.000	14	0.9948	0.000000	0.0000	23.6724	-0.7670	-0.6886
786	1779182390.390	BLA	22.8235	785.86	241.376	7.000	14	0.9957	0.000000	0.0000	26.4716	-0.7087	-0.4134
787	1779182401.510	BLA	22.8235	785.75	241.377	7.000	14	0.9949	0.000000	0.0000	23.2663	-0.7401	-0.7201
788	1779182412.640	BLA	22.8235	785.78	241.377	7.000	14	0.9986	0.000000	0.0000	19.2152	-0.1660	-0.9802
789	1779182423.500	BLA	22.8235	785.81	241.377	7.000	14	0.9960	0.000000	0.0000	21.4461	-0.5447	-0.8470
790	1779182434.360	BLA	22.8235	785.83	241.376	7.000	14	0.9962	0.000000	0.0000	21.1527	-0.5031	-0.8658
791	1779182445.050	BLA	22.8235	785.69	241.378	7.000	14	0.0000	0.000000	0.0000	28.0648	0.0019	0.0009
792	1779182455.680	BLA	22.8235	785.74	241.377	7.000	14	0.0051	0.000000	0.0000	24.9401	0.8028	0.5800
793	1779182466.880	BLA	22.8235	785.49	241.380	7.000	14	0.9972	0.000000	0.0000	27.4564	-0.4913	-0.2547
794	1779182477.980	BLA	22.8235	785.56	241.379	7.000	14	0.0036	0.000000	0.0000	27.0366	0.6092	0.3316
795	1779182488.730	BLA	22.8235	785.82	241.377	7.000	14	0.0038	0.000000	0.0000	26.8851	0.6415	0.3556
796	1779182499.460	BLA	22.8214	785.93	241.355	7.000	14	0.9951	0.000000	0.0000	23.2193	-0.7085	-0.7235
797	1779182510.230	BLA	22.8214	785.94	241.355	7.000	14	0.9963	0.000000	0.0000	21.3396	-0.4946	-0.8538
798	1779182521.360	BLA	22.8235	785.89	241.376	7.000	14	0.9972	0.000000	0.0000	27.4965	-0.4782	-0.2468
799	1779182532.580	BLA	22.8214	785.91	241.355	7.000	14	0.9957	0.000000	0.0000	26.2951	-0.7142	-0.4354
800	800.000	LSX	22.8235	785.88	236.376	6.000	10	0.0027	0.000001	-1.0000	27.5221	0.4686	0.2412
801	801.000	LSX	0.0000	277392318169216.06	-2773923181676.161	6.000	10	1.0000	0.000000	0.0000	0.0000	0.0000	0.2412
