id	time	dominant	gap	obs	score	support_sum	perv_sum	bridgeland_phase	klein_constraint	lefschetz_proxy	gap_complex_re	gap_complex_im	plucker_phase
564	1779179984.660	BLA	22.8235	784.91	241.386	7.000	14	0.3827	0.000000	0.0000	-0.0000	0.0000	-1.7116
565	1779179995.560	BLA	22.8235	785.06	241.384	7.000	14	0.8170	0.000000	0.0000	0.0000	-0.0000	-1.7335
566	1779180006.340	BLA	22.8235	784.13	241.394	7.000	14	0.8186	0.000000	0.0000	0.0000	-0.0000	-1.7313
567	1779180017.030	BLA	22.8235	784.46	241.390	7.000	14	0.6775	0.000000	0.0000	-0.0000	-0.0000	-1.8033
568	1779180027.610	BLA	22.8235	783.23	241.402	7.000	14	0.9987	0.000000	0.0000	19.1608	-0.1549	-0.9825
569	1779180038.540	BLA	22.8235	783.64	241.398	7.000	14	0.9951	0.000000	0.0000	25.5202	-0.7868	-0.5215
570	1779180049.550	BLA	22.8235	781.47	241.420	7.000	14	0.9959	0.000000	0.0000	26.5790	-0.6861	-0.3950
571	1779180060.090	BLA	22.8235	781.97	241.415	7.000	14	0.9954	0.000000	0.0000	26.0852	-0.7464	-0.4579
572	1779180070.740	BLA	22.8235	784.45	241.390	7.000	14	0.9995	0.000000	0.0000	28.0355	-0.0946	-0.0460
573	1779180081.260	BLA	22.8235	785.43	241.380	7.000	14	0.9988	0.000000	0.0000	27.9657	-0.2078	-0.1018
574	1779180091.900	BLA	22.8235	785.75	241.377	7.000	14	0.9948	0.000000	0.0000	24.6453	-0.8019	-0.6069
575	1779180102.550	BLA	22.8235	785.78	241.377	7.000	14	0.9949	0.000000	0.0000	23.2713	-0.7405	-0.7197
576	1779180113.410	BLA	22.8235	785.80	241.377	7.000	14	0.9948	0.000000	0.0000	24.0703	-0.7868	-0.6564
577	1779180124.350	BLA	22.8235	785.64	241.378	7.000	14	0.9979	0.000000	0.0000	19.7224	-0.2644	-0.9516
578	1779180135.110	BLA	22.8235	785.31	241.382	7.000	14	0.9964	0.000000	0.0000	20.9801	-0.4773	-0.8764
579	1779180145.620	BLA	22.8235	785.41	241.381	7.000	14	0.9966	0.000000	0.0000	20.7477	-0.4414	-0.8908
580	1779180156.150	BLA	22.8235	784.81	241.387	7.000	14	0.9974	0.000000	0.0000	20.0340	-0.3212	-0.9333
581	1779180166.920	BLA	22.8235	783.60	241.399	7.000	14	0.9982	0.000000	0.0000	19.5235	-0.2266	-0.9623
582	1779180177.900	BLA	22.8235	783.94	241.395	7.000	14	0.9948	0.000000	0.0000	23.8519	-0.7757	-0.6734
583	1779180188.900	BLA	22.8235	784.20	241.393	7.000	14	0.9948	0.000000	0.0000	23.8258	-0.7745	-0.6756
584	1779180199.660	BLA	22.8235	784.43	241.391	7.000	14	0.9949	0.000000	0.0000	23.5722	-0.7603	-0.6959
585	1779180210.350	BLA	22.8235	785.38	241.381	7.000	14	0.9955	0.000000	0.0000	22.0752	-0.6247	-0.8052
586	1779180221.200	BLA	22.8235	784.77	241.387	7.000	14	0.9952	0.000000	0.0000	22.6877	-0.6900	-0.7623
587	1779180231.960	BLA	22.8235	783.59	241.399	7.000	14	0.9953	0.000000	0.0000	22.4368	-0.6643	-0.7796
588	1779180242.810	BLA	22.8235	784.01	241.395	7.000	14	0.9954	0.000000	0.0000	22.3165	-0.6515	-0.7881
589	1779180253.650	BLA	22.8235	784.36	241.391	7.000	14	0.9952	0.000000	0.0000	22.5485	-0.6761	-0.7720
590	1779180264.380	BLA	22.8235	782.65	241.408	7.000	14	0.9948	0.000000	0.0000	24.2624	-0.7914	-0.6386
591	1779180275.100	BLA	22.8235	783.38	241.401	7.000	14	0.9948	0.000000	0.0000	23.7359	-0.7692	-0.6824
592	1779180286.190	BLA	22.8235	783.80	241.397	7.000	14	0.0046	0.000000	0.0000	16.5309	0.4793	-1.1166
593	1779180296.980	BLA	22.8235	784.10	241.394	7.000	14	0.0126	0.000000	0.0000	14.5000	1.1458	-1.2056
594	1779180307.790	BLA	22.8235	782.49	241.410	7.000	14	0.0270	0.000000	0.0000	12.3927	2.1239	-1.2846
595	1779180318.800	BLA	22.8235	783.03	241.404	7.000	14	0.0183	0.000000	0.0000	13.5009	1.5606	-1.2447
596	1779180329.570	BLA	22.8235	784.85	241.386	7.000	14	0.0149	0.000000	0.0000	14.0561	1.3219	-1.2235
597	1779180340.360	BLA	22.8235	783.97	241.395	7.000	14	0.9995	0.000000	0.0000	18.6892	-0.0564	-1.0084
598	1779180351.090	BLA	22.8235	782.42	241.411	7.000	14	0.9970	0.000000	0.0000	20.3638	-0.3781	-0.9131
599	1779180361.800	BLA	22.8235	784.57	241.389	7.000	14	0.9975	0.000000	0.0000	27.6165	-0.4258	-0.2168
600	1779180372.700	BLA	22.8235	785.43	241.380	7.000	14	0.9974	0.000000	0.0000	27.5829	-0.4431	-0.2265
601	1779180383.520	BLA	22.8235	785.77	241.377	7.000	14	0.9978	0.000000	0.0000	27.7256	-0.3787	-0.1905
602	1779180394.220	BLA	22.8235	785.55	241.379	7.000	14	0.0003	0.000000	0.0000	28.0570	0.0553	0.0268
603	1779180405.340	BLA	22.8235	785.12	241.384	7.000	14	0.0038	0.000000	0.0000	26.8543	0.6460	0.3594
604	1779180416.320	BLA	22.8235	785.28	241.382	7.000	14	0.0024	0.000000	0.0000	27.6397	0.4181	0.2124
605	1779180426.890	BLA	22.8235	785.42	241.381	7.000	14	0.9959	0.000000	0.0000	26.5827	-0.6924	-0.3983
606	1779180437.730	BLA	22.8235	785.50	241.380	7.000	14	0.9955	0.000000	0.0000	26.2549	-0.7344	-0.4405
607	1779180448.310	BLA	22.8235	785.07	241.384	7.000	14	0.9950	0.000000	0.0000	22.9599	-0.7150	-0.7426
608	1779180459.250	BLA	22.8235	784.22	241.393	7.000	14	0.0066	0.000000	0.0000	15.9254	0.6583	-1.1445
609	1779180470.370	BLA	22.8235	785.33	241.381	7.000	14	0.7325	0.000000	0.0000	-0.0000	-0.0000	-1.6085
610	1779180481.260	BLA	22.8235	785.74	241.377	7.000	14	0.0211	0.000000	0.0000	13.1024	1.7513	-1.2598
611	1779180491.970	BLA	22.8235	785.52	241.380	7.000	14	0.0171	0.000000	0.0000	13.6906	1.4777	-1.2378
612	1779180502.470	BLA	22.8235	785.09	241.384	7.000	14	0.9983	0.000000	0.0000	19.4574	-0.2139	-0.9665
613	1779180512.960	BLA	22.8235	784.19	241.393	7.000	14	0.9976	0.000000	0.0000	19.9419	-0.3046	-0.9385
614	1779180523.850	BLA	22.8235	785.34	241.381	7.000	14	0.9972	0.000000	0.0000	20.2249	-0.3548	-0.9223
615	1779180535.110	BLA	22.8235	784.74	241.387	7.000	14	0.9948	0.000000	0.0000	23.8446	-0.7758	-0.6744
616	1779180546.230	BLA	22.8235	783.58	241.399	7.000	14	0.9950	0.000000	0.0000	22.9734	-0.7155	-0.7410
617	1779180556.820	BLA	22.8235	785.04	241.384	7.000	14	0.0002	0.000000	0.0000	18.3267	0.0237	-1.0278
618	1779180567.380	BLA	22.8235	785.18	241.383	7.000	14	0.9987	0.000000	0.0000	19.1843	-0.1598	-0.9817
619	1779180578.090	BLA	22.8235	784.44	241.390	7.000	14	0.9959	0.000000	0.0000	26.5685	-0.6928	-0.3993
620	1779180589.190	BLA	22.8235	784.68	241.388	7.000	14	0.9961	0.000000	0.0000	26.8053	-0.6543	-0.3662
621	1779180599.980	BLA	22.8235	785.44	241.380	7.000	14	0.9962	0.000000	0.0000	26.8415	-0.6491	-0.3617
622	1779180610.630	BLA	22.8235	785.50	241.380	7.000	14	0.9950	0.000000	0.0000	25.2302	-0.7985	-0.5520
623	1779180621.250	BLA	22.8235	785.56	241.379	7.000	14	0.9948	0.000000	0.0000	24.2984	-0.7946	-0.6371
624	1779180631.790	BLA	22.8235	785.18	241.383	7.000	14	0.0088	0.000000	0.0000	15.3314	0.8494	-1.1709
625	1779180642.630	BLA	22.8235	784.47	241.390	7.000	14	0.0155	0.000000	0.0000	13.9537	1.3642	-1.2275
626	1779180653.630	BLA	22.8235	783.10	241.404	7.000	14	0.0135	0.000000	0.0000	14.3224	1.2139	-1.2127
627	1779180664.440	BLA	22.8235	784.98	241.385	7.000	14	0.0071	0.000000	0.0000	15.7900	0.7007	-1.1507
628	1779180675.350	BLA	22.8235	783.89	241.396	7.000	14	0.0003	0.000000	0.0000	18.2581	0.0392	-1.0311
629	1779180685.990	BLA	22.8235	781.81	241.417	7.000	14	0.0041	0.000000	0.0000	16.6884	0.4345	-1.1088
630	1779180696.580	BLA	22.8235	778.27	241.452	7.000	14	0.0023	0.000000	0.0000	17.3765	0.2509	-1.0747
631	1779180707.250	BLA	22.8235	782.71	241.408	7.000	14	0.9971	0.000000	0.0000	27.4197	-0.4956	-0.2581
632	1779180717.880	BLA	22.8235	783.13	241.403	7.000	14	0.0008	0.000000	0.0000	27.9973	0.1467	0.0717
633	1779180728.540	BLA	22.8235	784.87	241.386	7.000	14	0.9998	0.000000	0.0000	28.0563	-0.0324	-0.0157
634	1779180739.280	BLA	22.8235	785.58	241.379	7.000	14	0.0001	0.000000	0.0000	28.0627	0.0242	0.0117
635	1779180749.870	BLA	22.8235	785.85	241.376	7.000	14	0.9997	0.000000	0.0000	28.0606	-0.0495	-0.0240
636	1779180760.520	BLA	22.8235	785.73	241.377	7.000	14	0.9953	0.000000	0.0000	22.3699	-0.6580	-0.7851
637	1779180771.460	BLA	22.8235	785.51	241.380	7.000	14	0.0037	0.000000	0.0000	16.8320	0.3958	-1.1027
638	1779180782.260	BLA	22.8235	785.06	241.384	7.000	14	0.9949	0.000000	0.0000	23.5698	-0.7605	-0.6964
639	1779180793.010	BLA	22.8235	784.22	241.393	7.000	14	0.9968	0.000000	0.0000	27.2392	-0.5554	-0.2952
640	1779180803.470	BLA	22.8235	782.70	241.408	7.000	14	0.9975	0.000000	0.0000	27.5665	-0.4404	-0.2256
641	1779180813.930	BLA	22.8235	784.68	241.388	7.000	14	0.9975	0.000000	0.0000	27.6011	-0.4328	-0.2208
642	1779180824.720	BLA	22.8235	784.87	241.386	7.000	14	0.9972	0.000000	0.0000	27.4912	-0.4769	-0.2463
643	1779180836.180	BLA	22.8235	783.86	241.396	7.000	14	0.9948	0.000000	0.0000	24.2673	-0.7924	-0.6388
644	1779180846.870	BLA	22.8235	784.07	241.394	7.000	14	0.9999	0.000000	0.0000	18.5028	-0.0157	-1.0183
645	1779180857.420	BLA	22.8235	782.53	241.410	7.000	14	0.0029	0.000000	0.0000	17.1494	0.3103	-1.0868
646	1779180867.910	BLA	22.8235	779.52	241.440	7.000	14	0.9994	0.000000	0.0000	27.9904	-0.1110	-0.0543
647	1779180878.600	BLA	22.8235	783.38	241.401	7.000	14	0.0042	0.000000	0.0000	26.5209	0.6979	0.4046
648	1779180889.960	BLA	22.8235	783.63	241.399	7.000	14	0.0052	0.000000	0.0000	24.5067	0.7981	0.6180
649	1779180900.690	BLA	22.8235	783.82	241.397	7.000	14	0.0052	0.000000	0.0000	24.7148	0.8009	0.5995
650	1779180911.540	BLA	22.8235	781.79	241.417	7.000	14	0.0037	0.000000	0.0000	26.9166	0.6269	0.3463
651	1779180922.370	BLA	22.8235	782.48	241.410	7.000	14	0.0012	0.000000	0.0000	27.9462	0.2043	0.1004
652	1779180933.360	BLA	22.8235	779.65	241.438	7.000	14	0.9960	0.000000	0.0000	26.6593	-0.6702	-0.3820
653	1779180943.980	BLA	22.8235	780.45	241.430	7.000	14	0.9948	0.000000	0.0000	23.7950	-0.7706	-0.6762
654	1779180954.900	BLA	22.8235	775.35	241.481	7.000	14	0.9950	0.000000	0.0000	23.2610	-0.7341	-0.7156
655	1779180965.630	BLA	22.8235	777.25	241.462	7.000	14	0.9952	0.000000	0.0000	25.6110	-0.7750	-0.5073
656	1779180976.360	BLA	22.8235	778.43	241.451	7.000	14	0.9948	0.000000	0.0000	24.5239	-0.7942	-0.6135
657	1779180986.970	BLA	22.8235	772.30	241.512	7.000	14	0.9949	0.000000	0.0000	23.4722	-0.7469	-0.6978
658	1779180997.530	BLA	22.8235	774.44	241.490	7.000	14	0.9949	0.000000	0.0000	23.7756	-0.7657	-0.6747
659	1779181008.820	BLA	22.8235	776.14	241.473	7.000	14	0.9949	0.000000	0.0000	24.9809	-0.7936	-0.5701
660	1779181019.750	BLA	22.8235	777.95	241.455	7.000	14	0.9952	0.000000	0.0000	25.6333	-0.7746	-0.5055
661	1779181030.680	BLA	22.8235	771.23	241.523	7.000	14	0.0108	0.000000	0.0000	14.8555	1.0074	-1.1889
662	1779181041.440	BLA	22.8235	773.54	241.499	7.000	14	0.9949	0.000000	0.0000	24.8889	-0.7920	-0.5771
663	1779181052.010	BLA	22.8235	781.18	241.423	7.000	14	0.9971	0.000000	0.0000	27.3719	-0.5072	-0.2656
664	1779181062.520	BLA	22.8235	784.19	241.393	7.000	14	0.9963	0.000000	0.0000	26.9351	-0.6281	-0.3461
665	1779181073.120	BLA	22.8235	785.38	241.381	7.000	14	0.9951	0.000000	0.0000	25.5927	-0.7853	-0.5152
666	1779181083.890	BLA	22.8235	784.80	241.387	7.000	14	0.0024	0.000000	0.0000	27.6246	0.4230	0.2152
667	1779181094.920	BLA	22.8235	783.60	241.399	7.000	14	0.9965	0.000000	0.0000	27.0799	-0.5947	-0.3221
668	1779181105.630	BLA	22.8235	783.99	241.395	7.000	14	0.0884	0.000000	0.0000	8.6212	5.3496	-1.3887
669	1779181116.320	BLA	22.8235	782.16	241.413	7.000	14	0.1018	0.000000	0.0000	8.0247	5.9723	-1.3993
670	1779181127.640	BLA	22.8235	782.85	241.406	7.000	14	0.0188	0.000000	0.0000	13.4235	1.5959	-1.2476
671	1779181138.550	BLA	22.8235	779.70	241.438	7.000	14	0.3782	0.000000	0.0000	-22.6001	21.7086	-2.0359
672	1779181149.230	BLA	22.8235	772.98	241.505	7.000	14	0.6792	0.000000	0.0000	-0.0000	-0.0000	-1.5715
673	1779181160.050	BLA	22.8235	775.81	241.477	7.000	14	0.2671	0.000000	0.0000	-0.0000	0.0000	-1.5946
674	1779181170.730	BLA	22.8235	766.24	241.572	7.000	14	0.4833	0.000000	0.0000	-0.0000	0.0000	-1.5677
675	1779181181.440	BLA	22.8235	778.78	241.447	7.000	14	0.1047	0.000000	0.0000	0.0000	0.0000	-1.5435
676	1779181192.240	BLA	22.8235	772.12	241.514	7.000	14	0.4531	0.000000	0.0000	-0.0000	0.0000	-1.4932
677	1779181203.220	BLA	22.8235	773.91	241.496	7.000	14	0.0134	0.000000	0.0000	0.0000	0.0000	-1.5116
678	1779181214.230	BLA	22.8235	781.71	241.418	7.000	14	0.9949	0.000000	0.0000	23.4183	-0.7487	-0.7065
679	1779181225.120	BLA	22.8235	784.56	241.389	7.000	14	0.9950	0.000000	0.0000	22.9677	-0.7155	-0.7418
680	1779181235.970	BLA	22.8235	785.47	241.380	7.000	14	0.9950	0.000000	0.0000	23.0490	-0.7228	-0.7362
681	1779181246.860	BLA	22.8235	785.78	241.377	7.000	14	0.9953	0.000000	0.0000	22.3405	-0.6548	-0.7872
682	1779181257.680	BLA	22.8235	785.91	241.376	7.000	14	0.9951	0.000000	0.0000	22.7357	-0.6951	-0.7593
683	1779181268.360	BLA	22.7988	785.92	241.129	7.000	14	0.1394	0.000000	0.0000	0.0000	0.0000	-1.5311
684	1779181279.070	BLA	22.8235	785.86	241.376	7.000	14	0.1814	0.000000	0.0000	4.2289	9.1993	-1.4456
685	1779181289.930	BLA	22.8235	785.74	241.377	7.000	14	0.3794	0.000000	0.0000	-23.3102	22.0614	-2.0409
686	1779181301.190	BLA	22.8235	785.51	241.380	7.000	14	0.0095	0.000000	0.0000	15.1601	0.9077	-1.1783
687	1779181311.990	BLA	22.8235	785.56	241.379	7.000	14	0.2921	0.000000	0.0000	-0.0000	0.0000	-1.6620
688	1779181322.690	BLA	22.8235	785.19	241.383	7.000	14	0.0350	0.000000	0.0000	0.0000	0.0000	-1.6551
689	1779181333.580	BLA	22.8235	784.50	241.390	7.000	14	0.0042	0.000000	0.0000	16.6565	0.4441	-1.1108
690	1779181344.410	BLA	22.8235	784.70	241.388	7.000	14	0.9951	0.000000	0.0000	25.6108	-0.7836	-0.5128
691	1779181355.090	BLA	22.8235	785.46	241.380	7.000	14	0.9969	0.000000	0.0000	27.3388	-0.5297	-0.2783
692	1779181365.800	BLA	22.8235	785.54	241.379	7.000	14	0.9967	0.000000	0.0000	27.2211	-0.5636	-0.3002
693	1779181376.830	BLA	22.8235	785.13	241.384	7.000	14	0.0045	0.000000	0.0000	26.2232	0.7372	0.4440
694	1779181387.580	BLA	22.8235	784.42	241.391	7.000	14	0.9972	0.000000	0.0000	27.4675	-0.4841	-0.2507
695	1779181398.390	BLA	22.8235	785.34	241.381	7.000	14	0.9971	0.000000	0.0000	27.4484	-0.4937	-0.2562
696	1779181409.080	BLA	22.8235	785.77	241.377	7.000	14	0.0348	0.000000	0.0000	11.6483	2.5890	-1.3096
697	1779181419.940	BLA	22.8235	785.81	241.377	7.000	14	0.0005	0.000000	0.0000	18.1963	0.0535	-1.0348
698	1779181430.900	BLA	22.8235	785.64	241.378	7.000	14	0.0001	0.000000	0.0000	18.3933	0.0088	-1.0245
699	1779181441.680	BLA	22.8235	785.69	241.378	7.000	14	0.9976	0.000000	0.0000	19.9112	-0.2992	-0.9408
700	1779181452.760	BLA	22.8235	785.40	241.381	7.000	14	0.1532	0.000000	0.0000	0.0000	0.0000	-1.5480
701	1779181463.550	BLA	22.8235	784.82	241.387	7.000	14	0.9959	0.000000	0.0000	21.5128	-0.5535	-0.8423
702	1779181474.150	BLA	22.8235	785.57	241.379	7.000	14	0.0030	0.000000	0.0000	17.0927	0.3258	-1.0902
703	1779181484.680	BLA	22.8235	785.17	241.383	7.000	14	0.3015	0.000000	0.0000	-1.3507	4.0240	-1.8517
704	1779181495.970	BLA	22.8235	784.39	241.391	7.000	14	0.2846	0.000000	0.0000	-0.5959	2.6991	-1.8368
705	1779181506.940	BLA	22.8235	784.64	241.388	7.000	14	0.0226	0.000000	0.0000	12.9059	1.8489	-1.2668
706	1779181517.730	BLA	22.8235	783.36	241.401	7.000	14	0.9954	0.000000	0.0000	22.1971	-0.6380	-0.7961
707	1779181528.320	BLA	22.8235	780.69	241.428	7.000	14	0.9970	0.000000	0.0000	27.3626	-0.5088	-0.2667
708	1779181538.950	BLA	22.8235	784.06	241.394	7.000	14	0.0051	0.000000	0.0000	24.8828	0.8015	0.5843
709	1779181549.880	BLA	22.8235	785.28	241.382	7.000	14	0.0051	0.000000	0.0000	24.8358	0.8027	0.5894
710	1779181560.910	BLA	22.8235	785.75	241.377	7.000	14	0.0002	0.000000	0.0000	28.0626	0.0344	0.0167
711	1779181571.630	BLA	22.8235	785.54	241.379	7.000	14	0.9995	0.000000	0.0000	18.6776	-0.0539	-1.0094
712	1779181582.280	BLA	22.8235	785.17	241.383	7.000	14	0.0549	0.000000	0.0000	10.2581	3.6878	-1.3507
713	1779181592.850	BLA	22.8235	784.46	241.390	7.000	14	0.1017	0.000000	0.0000	8.0303	5.9675	-1.3993
714	1779181603.450	BLA	22.8235	785.45	241.380	7.000	14	0.0528	0.000000	0.0000	10.3830	3.5755	-1.3473
715	1779181614.390	BLA	22.8235	785.54	241.379	7.000	14	0.9951	0.000000	0.0000	22.8148	-0.7023	-0.7534
716	1779181625.210	BLA	22.8235	785.14	241.383	7.000	14	0.9963	0.000000	0.0000	21.0923	-0.4940	-0.8693
717	1779181636.070	BLA	22.8235	785.26	241.382	7.000	14	0.9951	0.000000	0.0000	25.6297	-0.7833	-0.5112
718	1779181646.840	BLA	22.8235	785.40	241.381	7.000	14	0.9982	0.000000	0.0000	27.8385	-0.3113	-0.1547
719	1779181657.640	BLA	22.8235	785.50	241.380	7.000	14	0.0038	0.000000	0.0000	26.8961	0.6387	0.3535
720	1779181669.290	BLA	22.8235	785.80	241.377	7.000	14	0.0040	0.000000	0.0000	26.7510	0.6661	0.3753
721	1779181680.130	BLA	22.7988	785.91	241.129	7.000	14	0.0038	0.000000	0.0000	26.8208	0.6468	0.3601
722	1779181690.920	BLA	22.7988	785.93	241.129	7.000	14	0.0035	0.000000	0.0000	27.0829	0.5907	0.3187
723	1779181701.730	BLA	22.7988	785.94	241.129	7.000	14	0.9960	0.000000	0.0000	21.3670	-0.5344	-0.8489
724	1779181712.610	BLA	22.8235	785.88	241.376	7.000	14	0.0940	0.000000	0.0000	8.3713	5.6145	-1.3934
725	1779181723.440	BLA	22.8235	785.78	241.377	7.000	14	0.1083	0.000000	0.0000	7.7396	6.2619	-1.4040
726	1779181734.330	BLA	22.8235	785.80	241.377	7.000	14	0.1096	0.000000	0.0000	7.6822	6.3189	-1.4049
727	1779181745.070	BLA	22.8235	785.64	241.378	7.000	14	0.1844	0.000000	0.0000	4.0692	9.3129	-1.4471
728	1779181755.990	BLA	22.8235	785.33	241.382	7.000	14	0.1246	0.000000	0.0000	7.0030	6.9681	-1.4146
729	1779181766.920	BLA	22.8235	785.42	241.381	7.000	14	0.1056	0.000000	0.0000	7.8573	6.1437	-1.4021
730	1779181777.790	BLA	22.8235	784.93	241.386	7.000	14	0.0871	0.000000	0.0000	8.6788	5.2893	-1.3876
731	1779181788.660	BLA	22.8235	783.98	241.395	7.000	14	0.1411	0.000000	0.0000	6.2349	7.6464	-1.4243
732	1779181799.510	BLA	22.8235	785.25	241.382	7.000	14	0.4922	0.000000	0.0000	-0.0000	0.0000	-1.6625
733	1779181810.380	BLA	22.8235	785.38	241.381	7.000	14	0.9966	0.000000	0.0000	20.7869	-0.4475	-0.8884
734	1779181821.020	BLA	22.8235	784.79	241.387	7.000	14	0.9966	0.000000	0.0000	27.1645	-0.5767	-0.3092
735	1779181831.670	BLA	22.8235	785.55	241.379	7.000	14	0.9968	0.000000	0.0000	27.2997	-0.5416	-0.2859
736	1779181842.350	BLA	22.8235	785.84	241.376	7.000	14	0.0049	0.000000	0.0000	25.6068	0.7852	0.5140
737	1779181853.180	BLA	22.7988	785.93	241.129	7.000	14	0.0048	0.000000	0.0000	25.7393	0.7745	0.4959
738	1779181863.890	BLA	22.7988	785.88	241.129	7.000	14	0.0032	0.000000	0.0000	20.5747	0.4144	0.8982
739	1779181874.730	BLA	22.8235	785.78	241.377	7.000	14	0.0034	0.000000	0.0000	20.7216	0.4373	0.8925
740	1779181885.450	BLA	22.8235	785.81	241.377	7.000	14	0.0033	0.000000	0.0000	27.2330	0.5611	0.2985
741	1779181896.150	BLA	22.7988	785.93	241.129	7.000	14	0.9952	0.000000	0.0000	25.7687	-0.7726	-0.4927
742	1779181906.860	BLA	22.8235	785.87	241.376	7.000	14	0.9979	0.000000	0.0000	27.7549	-0.3636	-0.1823
743	1779181918.190	BLA	22.7988	785.89	241.129	7.000	14	0.0915	0.000000	0.0000	8.4844	5.4960	-1.3829
744	1779181928.970	BLA	22.7988	785.90	241.129	7.000	14	0.3299	0.000000	0.0000	-8.0417	14.6393	-1.9447
745	1779181939.580	BLA	22.8235	785.82	241.377	7.000	14	0.1080	0.000000	0.0000	7.7517	6.2498	-1.4038
746	1779181950.170	BLA	22.8235	785.67	241.378	7.000	14	0.9949	0.000000	0.0000	25.0445	-0.8019	-0.5701
747	1779181960.730	BLA	22.7988	785.88	241.129	7.000	14	0.0048	0.000000	0.0000	16.4905	0.4962	-1.1149
748	1779181971.820	BLA	20.9688	785.96	222.828	7.000	14	0.9965	0.000000	0.0000	24.9521	-0.5432	-0.3560
749	1779181982.990	BLA	20.9688	785.96	222.828	7.000	14	0.9960	0.000000	0.0000	24.4537	-0.6091	-0.4295
750	1779181995.400	BLA	20.9688	785.93	222.828	7.000	14	0.9961	0.000000	0.0000	24.5700	-0.5967	-0.4135
751	1779182007.840	BLA	20.9688	785.97	222.828	7.000	14	0.0144	0.000000	0.0000	13.4605	1.2203	-1.2056
752	1779182018.830	BLA	20.9688	785.95	222.828	7.000	14	0.0147	0.000000	0.0000	13.4118	1.2389	-1.2077
753	1779182029.480	BLA	22.7988	785.91	241.129	7.000	14	0.0165	0.000000	0.0000	13.8315	1.4357	-1.2275
754	1779182040.150	BLA	22.8235	785.84	241.376	7.000	14	0.0257	0.000000	0.0000	12.5432	2.0428	-1.2797
755	1779182050.960	BLA	20.9688	785.93	222.828	7.000	14	0.0267	0.000000	0.0000	11.7531	1.9916	-1.2755
756	1779182061.780	BLA	20.9688	785.98	222.828	7.000	14	0.0379	0.000000	0.0000	10.7383	2.6102	-1.3122
757	1779182072.470	BLA	20.9688	785.98	222.828	7.000	14	0.0320	0.000000	0.0000	11.2286	2.2920	-1.2949
758	1779182083.100	BLA	20.9688	785.96	222.828	7.000	14	0.0282	0.000000	0.0000	11.5948	2.0783	-1.2815
759	1779182094.730	BLA	20.9688	785.97	222.828	7.000	14	0.0153	0.000000	0.0000	13.3077	1.2794	-1.2123
760	1779182107.700	BLA	20.9688	785.94	222.828	7.000	14	0.8626	0.000000	0.0000	0.0000	-0.0000	-1.7438
761	1779182118.680	BLA	22.7988	785.88	241.129	7.000	14	0.9237	0.000000	0.0000	0.0000	-0.0000	-1.7118
762	1779182129.340	BLA	22.8235	785.77	241.377	7.000	14	0.7756	0.000000	0.0000	0.0000	-0.0000	-1.7233
763	1779182139.940	BLA	22.8235	785.80	241.377	7.000	14	0.4928	0.000000	0.0000	-0.0000	0.0000	-1.7336
764	1779182150.570	BLA	22.8235	785.61	241.379	7.000	14	0.4552	0.000000	0.0000	-0.0000	0.0000	-1.7431
765	1779182161.430	BLA	22.7988	785.86	241.129	7.000	14	0.0058	0.000000	0.0000	16.1702	0.5906	-1.1296
766	1779182172.750	BLA	20.9688	785.94	222.828	7.000	14	0.9964	0.000000	0.0000	24.8344	-0.5621	-0.3746
767	1779182183.860	BLA	20.9688	785.95	222.828	7.000	14	0.9971	0.000000	0.0000	25.3094	-0.4687	-0.2923
768	1779182194.790	BLA	20.9688	785.96	222.828	7.000	14	0.0003	0.000000	0.0000	17.6242	0.0286	-0.9923
769	1779182205.680	BLA	22.7988	785.91	241.129	7.000	14	0.9984	0.000000	0.0000	19.3483	-0.1927	-0.9694
770	1779182216.750	BLA	22.8235	785.83	241.376	7.000	14	0.0028	0.000000	0.0000	17.1990	0.2980	-1.0851
771	1779182227.540	BLA	22.8235	785.68	241.378	7.000	14	0.9949	0.000000	0.0000	23.5584	-0.7602	-0.6976
772	1779182238.380	BLA	22.8235	785.74	241.377	7.000	14	0.9954	0.000000	0.0000	26.0076	-0.7584	-0.4700
773	1779182249.460	BLA	22.8235	785.78	241.377	7.000	14	0.0028	0.000000	0.0000	27.4746	0.4858	0.2513
774	1779182260.550	BLA	22.8235	785.61	241.379	7.000	14	0.0034	0.000000	0.0000	27.1452	0.5835	0.3136
775	1779182271.410	BLA	22.8235	785.27	241.382	7.000	14	0.0023	0.000000	0.0000	27.6634	0.4072	0.2063
776	1779182282.080	BLA	22.8235	785.73	241.377	7.000	14	0.9971	0.000000	0.0000	27.4362	-0.4990	-0.2593
777	1779182292.740	BLA	22.8235	785.49	241.380	7.000	14	0.9949	0.000000	0.0000	24.9883	-0.8023	-0.5753
778	1779182303.500	BLA	22.8235	785.03	241.384	7.000	14	0.0529	0.000000	0.0000	10.3727	3.5841	-1.3476
779	1779182314.140	BLA	22.8235	785.63	241.378	7.000	14	0.9949	0.000000	0.0000	23.5718	-0.7610	-0.6965
780	1779182324.940	BLA	22.8235	785.85	241.376	7.000	14	0.9951	0.000000	0.0000	25.5666	-0.7871	-0.5183
781	1779182335.840	BLA	22.8235	785.87	241.376	7.000	14	0.0250	0.000000	0.0000	12.6268	1.9971	-1.2768
782	1779182347.030	BLA	20.9688	785.95	222.828	7.000	14	0.0029	0.000000	0.0000	16.4504	0.3005	-1.0586
